Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Real
Masculino,RM,MTY,EIC,INT,SI,1523.0,91.0,0.6,0.0,No,NO,No,600.0,94982.0,40000.0
Masculino,RO,HER,EIC,IMT,SI,1535.0,90.0,0.0,0.0,No,NO,Sí,667.0,92.18,33000.0
Masculino,RO,HER,EN,LAE,SI,1487.0,84.0,0.0,0.0,Si,NO,Sí,600.0,89071.0,0.0
Femenino,RO,HER,EN,LMC,NO,1487.0,90.0,0.1,0.1,No,NO,Sí,577.0,91.45,16000.0
Masculino,RO,HER,EAAD,LDI,SI,1487.0,84.0,0.55,0.25,Si,NO,Sí,550.0,90912.0,6000.0
Masculino,RM,MTY,EIC,IIS,NO,1496.0,99.0,0.5,0.0,Si,SI,Sí,650.0,93983.0,24000.0
Masculino,RO,HER,EN,LAE,NO,1377.0,87.0,0.3,0.3,Si,NO,Sí,627.0,92589.0,14000.0
Masculino,RCM,CSF,ECSG,LED,NO,1487.0,90.0,0.0,0.4,No,NO,Sí,550.0,87732.0,48000.0
Masculino,RCM,CSF,EN,LAF,SI,1487.0,79.0,0.0,0.0,No,NO,Sí,550.0,80016.0,15000.0
Masculino,RCM,CSF,EIC,IMT,SI,1487.0,91.0,0.2,0.2,Si,SI,Sí,630.0,90.54,23000.0
Femenino,RCM,CSF,EN,LAE,SI,1487.0,83.0,0.7,0.2,No,NO,Sí,550.0,90338.0,25000.0
Femenino,RCM,CSF,ECSG,LRI,SI,1487.0,90.0,0.0,0.0,No,SI,No,600.0,94761.0,16.0
Femenino,RCM,CSF,ECSG,LRI,SI,1487.0,83.0,0.0,0.0,No,SI,No,550.0,84546.0,8500.0
Masculino,RCM,CSF,EIC,IIS,SI,1487.0,84.0,0.0,0.0,No,NO,Sí,560.0,82349.0,18000.0
Masculino,RCM,CSF,EN,LMC,SI,1487.0,84.0,0.0,0.3,Si,SI,Sí,617.0,86166.0,8200.0
Femenino,RCM,CSF,EN,LAE,SI,1487.0,87.0,0.0,0.0,No,SI,Sí,597.0,90517.0,16500.0
Masculino,RCM,CSF,EIC,IMT,SI,1487.0,83.0,0.0,0.0,No,NO,No,567.0,86327.0,10000.0
Masculino,RCM,CSF,EN,LAF,SI,1487.0,87.0,0.0,0.0,No,SI,Sí,603.0,90107.0,22000.0
Masculino,RCM,CSF,ECSG,LED,SI,1402.0,91.0,0.2,0.2,Si,SI,Sí,640.0,94285.0,32000.0
Femenino,RCM,CSF,EN,LEM,SI,1487.0,85.0,0.3,0.3,No,NO,Sí,550.0,92607.0,36500.0
Masculino,RCM,CSF,ECSG,LED,SI,1487.0,85.0,0.0,0.0,No,SI,Sí,620.0,93035.0,38000.0
Masculino,RCM,CSF,EN,LAF,SI,1231.0,90.0,0.0,0.0,No,SI,No,600.0,91644.0,35000.0
Masculino,RCM,CSF,EIC,IDS,SI,1487.0,90.0,0.4,0.2,No,NO,Sí,610.0,90457.0,20000.0
Femenino,RCM,CSF,EIC,IDS,NO,1182.0,92.0,0.0,0.4,No,NO,Sí,600.0,92163.0,36317.0
Masculino,RCM,CSF,EIC,IIS,SI,1487.0,90.0,0.0,0.0,No,SI,Sí,607.0,85391.0,21000.0
Masculino,RCM,CSF,EIC,IMT,SI,1487.0,84.0,0.0,0.0,No,NO,Sí,553.0,86596.0,25000.0
Masculino,RCM,CSF,EIC,ITC,NO,1258.0,84.0,0.0,0.0,Si,NO,No,550.0,92385.0,18800.0
Femenino,RCM,CSF,EIC,IIS,SI,1487.0,90.0,0.15,0.15,No,SI,Sí,617.0,93.7,22000.0
Masculino,RCM,CSF,EN,LIN,SI,1487.0,85.0,0.0,0.0,No,SI,Sí,643.0,90642.0,15000.0
Masculino,RCM,CSF,EIC,IDS,SI,1432.0,93.0,0.1,0.0,Si,NO,Sí,660.0,93745.0,20899.0
Masculino,RCM,CSF,EIC,ITC,SI,1487.0,86.0,0.0,0.0,Si,SI,Sí,663.0,95653.0,3400000.0
Femenino,RCM,CSF,EN,LIN,SI,1487.0,88.0,0.35,0.25,Si,SI,Sí,550.0,92732.0,17000.0
Masculino,RCM,CSF,EIC,ITC,SI,1403.0,91.0,0.15,0.0,No,SI,No,633.0,92418.0,0.0
Femenino,RCM,CSF,ECSG,LRI,SI,1487.0,92.0,0.1,0.2,Si,SI,No,550.0,90.41,8000.0
Femenino,RCM,CSF,EIC,IDS,NO,1532.0,88.0,0.0,0.0,No,NO,Sí,600.0,92516.0,10000.0
Masculino,RCM,CSF,EIC,IIS,SI,1487.0,82.0,0.0,0.0,No,NO,Sí,553.0,85934.0,24000.0
Masculino,RCM,CSF,EN,LAF,SI,1320.0,90.0,0.1,0.0,No,SI,Sí,623.0,91581.0,40000.0
Femenino,RCM,CSF,EIC,IDS,SI,1487.0,88.0,0.0,0.0,No,SI,Sí,603.0,92864.0,15000.0
Masculino,RCM,CSF,EN,LAF,SI,1465.0,93.0,0.5,0.0,No,SI,Sí,610.0,95641.0,28000.0
Masculino,RCM,CSF,ECSG,LEF,SI,1487.0,81.0,0.0,0.0,No,NO,No,600.0,86803.0,20000.0
Femenino,RCM,CSF,EN,LIN,NO,1262.0,94.0,0.0,0.0,Si,SI,Sí,573.0,94125.0,0.0
Masculino,RCM,CSF,EIC,IIS,SI,1487.0,89.0,0.0,0.0,No,SI,Sí,600.0,87483.0,34000.0
Masculino,RCM,CSF,EIC,IDS,SI,1494.0,91.0,0.6,0.0,No,NO,Sí,613.0,90186.0,24000.0
Femenino,RCM,CSF,EIC,IDS,SI,1487.0,82.0,0.05,0.15,Si,SI,Sí,577.0,88.4,35000.0
Femenino,RCM,CSF,EIC,IIS,SI,1487.0,79.0,0.0,0.0,Si,SI,Sí,613.0,88131.0,17600.0
Femenino,RCM,CEM,EIC,IBT,SI,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,85725.0,28000.0
Femenino,RCM,CSF,EN,LAF,SI,1464.0,93.0,0.5,0.3,No,NO,Sí,550.0,92214.0,36000.0
Masculino,RCM,CSF,EIC,ITC,SI,1487.0,87.0,0.2,0.2,Si,NO,No,610.0,93.28,15000.0
Femenino,RCM,CSF,EN,LMC,NO,1487.0,100.0,0.7,0.0,No,NO,Sí,607.0,98406.0,28000.0
Masculino,RCM,CSF,EN,LIN,NO,1340.0,85.0,0.0,0.0,No,SI,Sí,570.0,91827.0,20000.0
Masculino,RCM,CSF,EN,LAE,SI,1487.0,84.0,0.0,0.0,No,NO,Sí,550.0,86034.0,22000.0
Femenino,RCM,CSF,EIC,IIS,SI,1292.0,89.0,0.0,0.0,No,SI,No,627.0,87833.0,21000.0
Masculino,RCM,CSF,EIC,ITC,SI,1487.0,83.0,0.1,0.1,Si,NO,Sí,550.0,91157.0,14000.0
Femenino,RCM,CSF,EN,LMC,NO,1487.0,90.0,0.0,0.2,No,NO,Sí,600.0,93083.0,26900.0
Masculino,RCM,CSF,EN,LAF,SI,1209.0,86.0,0.0,0.0,No,SI,Sí,600.0,87614.0,0.0
Femenino,RCM,CSF,ECSG,LED,NO,1139.0,75.0,0.0,0.0,No,SI,Sí,550.0,79611.0,17000.0
Masculino,RCM,CSF,EIC,IIS,NO,1350.0,78.0,0.0,0.25,No,NO,Sí,573.0,74849.0,30000.0
Masculino,RCM,CSF,EIC,ITC,NO,1545.0,80.0,0.0,0.0,No,NO,No,600.0,78218.0,12000.0
Femenino,RM,MTY,EIC,IQA,NO,1487.0,91.0,0.0,0.0,Si,NO,No,550.0,83544.0,8000.0
Masculino,RCM,CSF,EN,LAF,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,75397.0,30000.0
Masculino,RM,MTY,EIC,IIS,SI,1487.0,84.0,0.0,0.0,Si,NO,Sí,617.0,85709.0,9200.0
Masculino,RCS,QRO,EIC,IIS,NO,1487.0,90.0,0.25,0.25,Si,SI,Sí,550.0,87327.0,18000.0
Masculino,RCM,CSF,EIC,IMT,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,600.0,76727.0,28000.0
Femenino,RCM,CSF,ECSG,LEF,NO,1155.0,93.0,0.0,0.0,No,SI,No,577.0,82622.0,12000.0
Femenino,RCM,CSF,ECSG,LRI,NO,1354.0,95.0,0.0,0.15,Si,SI,Sí,550.0,82621.0,12300.0
Masculino,RCM,CSF,EIC,IDS,NO,1359.0,78.0,0.0,0.0,Si,SI,Sí,550.0,81863.0,18000.0
Masculino,RCM,CSF,EN,LAE,NO,1441.0,87.0,0.0,0.0,Si,NO,Sí,613.0,87576.0,6000.0
Masculino,RCM,CSF,EN,LAE,NO,1309.0,94.0,0.0,0.0,No,SI,Sí,563.0,85275.0,25000.0
Masculino,RCM,CSF,EIC,IMT,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,577.0,87.92,10000.0
Masculino,RCM,CSF,EN,LAF,NO,1226.0,80.0,0.0,0.0,No,SI,No,550.0,80838.0,22000.0
Femenino,RCM,CSF,EIC,IMT,NO,1372.0,88.0,0.0,0.0,Si,NO,No respuesta,657.0,91593.0,12000.0
Masculino,RCM,CSF,EN,LAE,NO,1288.0,87.0,0.0,0.0,No,SI,Sí,607.0,79639.0,18000.0
Masculino,RCM,CSF,EN,LMC,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,550.0,90459.0,35000.0
Masculino,RCS,QRO,EN,LCDE,NO,1258.0,76.0,0.5,0.3,Si,NO,Sí,550.0,84925.0,6000.0
Masculino,RCM,CSF,EN,LCDE,NO,1250.0,83.0,0.0,0.0,No,NO,No,550.0,89457.0,6000.0
Femenino,RCM,CSF,EN,LAE,NO,1349.0,90.0,0.9,0.0,No,SI,Sí,600.0,94947.0,20000.0
Masculino,RCM,CSF,EIC,IIS,NO,1405.0,89.0,0.1,0.0,No,SI,Sí,643.0,88639.0,17000.0
Masculino,RCM,CSF,EIC,IDS,NO,1402.0,87.0,0.2,0.3,No,NO,Sí,550.0,90.9,18000.0
Femenino,RCM,CSF,EN,LMC,NO,1228.0,90.0,0.0,0.0,No,SI,Sí,573.0,95836.0,12000.0
Femenino,RCM,CCM,EIC,IDS,NO,1307.0,93.0,0.9,0.0,Si,NO,Sí,550.0,92416.0,17000.0
Femenino,RCM,CSF,EIC,IIS,NO,1505.0,93.0,0.0,0.0,No,SI,Sí,670.0,92484.0,46000.0
Masculino,RCM,CSF,EHE,IMI,NO,1505.0,91.0,0.7,0.0,Si,SI,Sí,653.0,94709.0,18000.0
Femenino,RCM,CSF,EIC,IIS,NO,1411.0,98.0,0.9,0.0,Si,SI,No,620.0,93931.0,10000.0
Masculino,RCM,CSF,EIC,IMT,NO,1472.0,96.0,0.5,0.0,No,NO,No,550.0,92587.0,16000.0
Femenino,RCM,CSF,EN,LAE,NO,1316.0,88.0,0.0,0.0,No,SI,Sí,547.0,93175.0,25000.0
Femenino,RCM,CSF,EIC,IIS,NO,1399.0,93.0,0.0,0.0,No,SI,Sí,613.0,92246.0,30000.0
Masculino,RCM,CSF,EIC,IDS,NO,1329.0,89.0,0.15,0.25,No,NO,Sí,600.0,92016.0,23000.0
Femenino,RCM,CSF,EIC,IIS,NO,1487.0,96.0,0.4,0.0,No,SI,No,600.0,92.95,22000.0
Masculino,RCM,CSF,EIC,IIS,NO,1231.0,78.0,0.0,0.0,No,SI,Sí,550.0,82159.0,22000.0
Femenino,RCM,CSF,EN,LMC,NO,1479.0,97.0,0.6,0.0,Si,SI,Sí,620.0,90666.0,40000.0
Femenino,RCM,CSF,EN,LIN,NO,1403.0,97.0,0.35,0.25,No,SI,Sí,600.0,96357.0,0.0
Masculino,RCM,CSF,EIC,IIS,NO,1395.0,87.0,0.0,0.0,No,SI,Sí,640.0,91888.0,20000.0
Masculino,RCM,CSF,EIC,IIS,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,583.0,85453.0,23000.0
Femenino,RCM,CSF,ECSG,LEF,NO,1287.0,83.0,0.0,0.0,No,SI,Sí,560.0,85716.0,35000.0
Masculino,RCM,CSF,ECSG,LRI,NO,1252.0,82.0,0.0,0.0,Si,SI,Sí,600.0,88844.0,12000.0
Masculino,RCM,CSF,EIC,IIS,NO,1324.0,84.0,0.0,0.0,No,SI,Sí,603.0,90144.0,60600.0
Masculino,RCM,CSF,EN,LAF,NO,1289.0,90.0,0.0,0.0,No,SI,Sí,587.0,93298.0,0.0
Masculino,RCM,CSF,EN,LAF,NO,1333.0,78.0,0.0,0.0,No,NO,Sí,550.0,91.55,26000.0
Masculino,RCM,CSF,EN,LAF,NO,1385.0,86.0,0.2,0.0,No,SI,Sí,557.0,91017.0,46000.0
Masculino,RCM,CSF,EN,LMC,NO,1381.0,77.0,0.0,0.0,No,NO,Sí,550.0,90852.0,24750.0
Masculino,RCM,CSF,EIC,IIS,NO,1552.0,92.0,0.1,0.0,No,SI,Sí,647.0,90.8,25000.0
Masculino,RCM,CSF,EIC,IIS,NO,1355.0,86.0,0.0,0.0,No,SI,No respuesta,633.0,88.79,18000.0
Masculino,RCM,CSF,EIC,IIS,NO,1387.0,89.0,0.0,0.0,No,SI,Sí,633.0,93014.0,30000.0
Femenino,RCM,CSF,EN,LMC,NO,1426.0,91.0,0.15,0.0,No,NO,Sí,623.0,92135.0,20000.0
Femenino,RCM,CSF,EN,LMC,NO,1324.0,77.0,0.0,0.0,Si,SI,Sí,553.0,92983.0,26100.0
Masculino,RCM,CSF,ECSG,LEF,NO,1294.0,86.0,0.0,0.0,No,SI,Sí,600.0,86016.0,80000.0
Masculino,RCM,CSF,EIC,IIS,NO,1439.0,96.0,0.15,0.25,No,NO,Sí,600.0,95951.0,145000.0
Masculino,RO,GDL,EIC,ISC,NO,1557.0,98.0,0.2,0.0,No,NO,Sí,600.0,95298.0,57000.0
Masculino,RCM,CSF,EN,LAF,NO,1464.0,78.0,0.0,0.0,No,NO,No,600.0,91241.0,31182.0
Femenino,RCM,CSF,EN,LIN,NO,1249.0,84.0,0.0,0.0,Si,SI,Sí,550.0,88.83,8000.0
Masculino,RCM,CSF,EIC,ITC,NO,1372.0,89.0,0.15,0.25,No,NO,Sí,550.0,93732.0,38000.0
Masculino,RCM,CSF,EN,LAF,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,647.0,92809.0,0.0
Masculino,RCM,CSF,EIC,IIS,NO,1276.0,86.0,0.15,0.0,No,SI,Sí,580.0,92.36,23500.0
Femenino,RCM,CSF,EN,LEM,NO,1179.0,86.0,0.0,0.0,No,SI,Sí,573.0,89375.0,16000.0
Femenino,RCM,CSF,EN,LIN,NO,1256.0,93.0,0.0,0.0,No,SI,Sí,623.0,89396.0,0.0
Masculino,RCM,CSF,EN,LAF,NO,1304.0,87.0,0.25,0.25,No,NO,Sí,550.0,90877.0,16000.0
Masculino,RCM,CSF,EN,LAF,NO,1312.0,79.0,0.0,0.0,No,SI,Sí,607.0,86.83,35000.0
Femenino,RCM,CSF,EN,LIN,NO,1487.0,90.0,0.0,0.0,Si,NO,No,550.0,93896.0,20000.0
Masculino,RCM,CSF,ECSG,LEF,NO,1227.0,90.0,0.0,0.0,No,NO,No,550.0,87185.0,30000.0
Femenino,RCM,CSF,EN,LMC,NO,1287.0,80.0,0.0,0.0,No,SI,Sí,600.0,90016.0,12000.0
Femenino,RCM,CSF,EN,LMC,NO,1203.0,89.0,0.0,0.0,No,NO,Sí,600.0,90966.0,13000.0
Femenino,RCM,CSF,EN,LAE,NO,1487.0,90.0,0.0,0.0,No,SI,Sí,653.0,92648.0,22000.0
Masculino,RCM,CSF,EIC,IIS,NO,1487.0,90.0,0.0,0.0,Si,SI,Sí,653.0,95122.0,37000.0
Femenino,RCM,CSF,EN,LEM,NO,1487.0,90.0,0.2,0.0,No,SI,Sí,550.0,93.0,12000.0
Femenino,RCM,CSF,ECSG,LEF,NO,1344.0,91.0,0.0,0.0,Si,SI,Sí,653.0,90826.0,15000.0
Masculino,RCM,CSF,EN,LAF,NO,1439.0,87.0,0.7,0.2,Si,NO,Sí,550.0,90937.0,30700.0
Femenino,RCM,CSF,EIC,IIS,NO,1395.0,92.0,0.0,0.0,No,NO,Sí,550.0,88784.0,24000.0
Masculino,RM,MTY,EIC,INCQ,SI,1508.0,94.0,0.25,0.25,Si,SI,Sí,630.0,91545.0,10000.0
Femenino,RM,MTY,EIC,IMT,SI,1487.0,88.0,0.25,0.25,Si,NO,Sí,553.0,89112.0,27000.0
Masculino,RM,MTY,EIC,IMA,NO,1487.0,90.0,0.0,0.15,Si,SI,Sí,603.0,82515.0,21100.0
Femenino,RM,MTY,EN,LPO,NO,1253.0,84.0,0.0,0.4,No,NO,Sí,559.0,84827.0,25000.0
Femenino,RM,MTY,EIC,IQP,SI,1496.0,95.0,0.6,0.2,Si,SI,Sí,647.0,91895.0,24000.0
Masculino,RM,MTY,EIC,ISD,SI,1409.0,95.0,0.5,0.0,No,SI,Sí,620.0,95.0,30000.0
Masculino,RM,MTY,EIC,IIS,SI,1514.0,91.0,0.6,0.0,Si,SI,Sí,640.0,88745.0,19000.0
Masculino,RM,MTY,EIC,ITC,SI,1487.0,88.0,0.25,0.25,No,SI,No,627.0,87423.0,24461.0
Femenino,RM,MTY,EIC,IQA,SI,1320.0,95.0,0.0,0.0,No,SI,Sí,607.0,89783.0,22000.0
Masculino,RM,MTY,EIC,IQA,SI,1477.0,96.0,0.5,0.1,Si,SI,Sí,647.0,93616.0,34600.0
Masculino,RM,MTY,EIC,IMT,SI,1413.0,88.0,0.25,0.25,No,SI,Sí,607.0,89934.0,24000.0
Masculino,RM,MTY,EIC,ITC,SI,1487.0,81.0,0.0,0.0,No,NO,Sí,550.0,84724.0,21000.0
Femenino,RM,MTY,EN,LEM,SI,1468.0,97.0,0.5,0.3,Si,SI,Sí,663.0,97532.0,23200.0
Femenino,RM,MTY,EN,LAF,SI,1487.0,85.0,0.1,0.0,No,SI,Sí,613.0,91517.0,22000.0
Masculino,RM,MTY,EIC,IMT,SI,1487.0,88.0,0.25,0.0,No,NO,Sí,653.0,93131.0,25000.0
Femenino,RM,MTY,EN,LPO,SI,938.0,79.0,0.0,0.0,Si,SI,No,550.0,87606.0,13500.0
Masculino,RM,MTY,EIC,IMA,SI,1481.0,92.0,0.5,0.0,No,SI,Sí,670.0,93051.0,26612.0
Femenino,RM,MTY,EIC,IIS,SI,1487.0,93.0,0.0,0.0,No,SI,Sí,627.0,90666.0,17000.0
Masculino,RM,MTY,EIC,ITC,SI,1487.0,87.0,0.0,0.0,No,SI,Sí,610.0,90368.0,50000.0
Masculino,RM,MTY,EIC,IDA,SI,1487.0,87.0,0.0,0.0,No,NO,Sí,570.0,92203.0,28000.0
Masculino,RM,MTY,EIC,INCQ,SI,1455.0,95.0,0.9,0.0,Si,SI,Sí,583.0,92962.0,5000.0
Femenino,RM,MTY,EIC,IID,SI,1485.0,95.0,0.1,0.0,Si,SI,Sí,603.0,91696.0,14000.0
Masculino,RM,MTY,EIC,IFI,SI,1487.0,89.0,0.25,0.25,Si,SI,No,550.0,96084.0,40000.0
Femenino,RM,MTY,EN,LPO,SI,1487.0,79.0,0.0,0.0,No,NO,Sí,563.0,85913.0,15000.0
Masculino,RM,MTY,EAAD,LAD,SI,1487.0,89.0,0.0,0.0,No,SI,No,590.0,93375.0,65000.0
Femenino,RM,MTY,EIC,IDS,SI,1539.0,95.0,0.6,0.0,No,SI,Sí,630.0,93772.0,24000.0
Masculino,RCM,CSF,EIC,IMT,SI,1487.0,90.0,0.2,0.2,No,SI,Sí,657.0,88114.0,26000.0
Masculino,RCM,CSF,ECSG,LED,SI,1487.0,83.0,0.1,0.1,No,NO,No,557.0,87482.0,9000.0
Masculino,RCM,CCM,EHE,IMI,SI,1396.0,91.0,0.0,0.0,Si,NO,No,613.0,88.07,9000.0
Femenino,RCS,QRO,EN,LAF,SI,1487.0,86.0,0.2,0.2,Si,SI,Sí,577.0,86473.0,12300.0
Masculino,RO,CMR,EIC,IIS,SI,1487.0,87.0,0.0,0.0,No,SI,No,560.0,79754.0,12000.0
Femenino,RO,CMR,EN,LMC,SI,1259.0,88.0,0.2,0.2,No,NO,Sí,580.0,91474.0,11000.0
Femenino,RO,CMR,EN,LMC,SI,1487.0,83.0,0.0,0.0,No,SI,Sí,557.0,93017.0,8000.0
Masculino,RCS,QRO,EIC,IIS,SI,1503.0,93.0,0.8,0.0,Si,SI,Sí,627.0,92.18,0.0
Femenino,RCM,CSF,EN,LIN,SI,1325.0,95.0,0.25,0.25,Si,SI,Sí,580.0,97321.0,26250.0
Masculino,RCS,QRO,EIC,IA,NO,1027.0,71.0,0.0,0.0,No,SI,Sí,550.0,79039.0,25000.0
Femenino,RCS,QRO,EN,LAF,SI,1487.0,89.0,0.0,0.0,Si,SI,No,610.0,92.25,18000.0
Masculino,RCS,QRO,EIC,ISD,SI,1352.0,95.0,0.35,0.35,Si,NO,Sí,600.0,92.77,18000.0
Femenino,RO,GDL,EN,LEM,SI,1462.0,92.0,0.4,0.0,Si,SI,Sí,600.0,94.5,27000.0
Masculino,RO,CMR,EIC,IIS,NO,1225.0,82.0,0.0,0.4,Si,SI,Sí,550.0,76729.0,15000.0
Masculino,RO,CMR,EIC,IIS,NO,1217.0,77.0,0.0,0.0,Si,SI,Sí,550.0,78216.0,50000.0
Femenino,RO,CMR,EIC,IMT,NO,1333.0,95.0,0.0,0.0,Si,SI,Sí,547.0,81742.0,10000.0
Masculino,RO,GDL,EN,LIN,NO,1281.0,89.0,0.0,0.0,No,SI,No,550.0,80521.0,17000.0
Masculino,RO,CMR,EIC,IIS,NO,1376.0,81.0,0.2,0.2,Si,NO,Sí,550.0,81942.0,13000.0
Masculino,RM,MTY,EIC,ITC,NO,1380.0,76.0,0.0,0.0,Si,NO,Sí,550.0,84029.0,15000.0
Masculino,RO,CMR,EN,LIN,NO,1395.0,84.0,0.2,0.0,Si,SI,Sí,550.0,83174.0,8000.0
Femenino,RO,CMR,EN,LIN,NO,1417.0,98.0,0.5,0.3,Si,NO,Sí,550.0,92421.0,10000.0
Femenino,RO,CMR,ECSG,LED,NO,1485.0,96.0,0.7,0.0,Si,NO,Sí,600.0,95375.0,16000.0
Femenino,RO,CMR,ECSG,LED,NO,1487.0,90.0,0.4,0.3,Si,NO,Sí,550.0,91508.0,22000.0
Femenino,RO,CMR,ECSG,LED,NO,1253.0,94.0,0.3,0.0,No,NO,Sí,550.0,93.35,10000.0
Masculino,RM,MTY,EN,LIN,NO,1399.0,90.0,0.0,0.15,Si,NO,Sí,617.0,84017.0,50000.0
Masculino,RO,SIN,EN,LAE,SI,1487.0,90.0,0.2,0.2,Si,NO,Sí,550.0,91139.0,11750.0
Femenino,RO,SIN,EIC,IIS,NO,1403.0,93.0,0.1,0.4,Si,SI,Sí,650.0,89476.0,45000.0
Femenino,RO,GDL,EAAD,ARQ,SI,1487.0,89.0,0.1,0.2,No,SI,Sí,550.0,88169.0,17000.0
Femenino,RO,GDL,EN,LEM,SI,1390.0,90.0,0.0,0.3,Si,SI,Sí,550.0,83465.0,14990.0
Femenino,RO,GDL,ECSG,LRI,SI,1307.0,89.0,0.0,0.0,Si,NO,Sí,607.0,90578.0,11000.0
Femenino,RO,GDL,EAAD,ARQ,SI,1091.0,89.0,0.0,0.3,No,NO,Sí,550.0,88016.0,10000.0
Masculino,RO,SIN,EN,LMC,SI,1487.0,84.0,0.9,0.0,No,NO,Sí,550.0,88693.0,6000.0
Femenino,RO,SIN,EN,LAE,SI,1510.0,92.0,0.6,0.0,No,SI,Sí,613.0,92089.0,14000.0
Femenino,RCM,CEM,EN,LPO,SI,1487.0,93.0,0.0,0.0,Si,SI,Sí,593.0,93526.0,18000.0
Femenino,RO,SIN,EIC,IBN,SI,1487.0,93.0,0.7,0.0,Si,SI,Sí,590.0,93135.0,18300.0
Masculino,RO,GDL,EIC,IC,SI,1487.0,82.0,0.0,0.2,Si,SI,Sí,620.0,84246.0,0.0
Masculino,RO,SIN,EN,LIN,SI,1487.0,91.0,0.2,0.3,No,SI,Sí,607.0,92214.0,12000.0
Masculino,RM,MTY,EIC,IIS,NO,1355.0,90.0,0.35,0.35,Si,SI,Sí,550.0,90593.0,17000.0
Masculino,RO,SIN,EIC,IIS,SI,1211.0,81.0,0.1,0.4,Si,NO,Sí,550.0,86301.0,25128.0
Femenino,RO,GDL,EN,LLN,SI,1479.0,95.0,0.5,0.0,No,SI,Sí,600.0,92553.0,18000.0
Masculino,RO,GDL,EN,LIN,SI,1558.0,93.0,0.8,0.0,No,NO,Sí,640.0,90714.0,17000.0
Femenino,RO,SIN,EIC,IIS,SI,1323.0,96.0,0.3,0.4,Si,NO,Sí,550.0,91983.0,10000.0
Femenino,RO,SIN,EIC,IBN,SI,1455.0,94.0,0.5,0.3,Si,NO,No,550.0,91423.0,12000.0
Masculino,RO,SIN,EIC,IIS,SI,1487.0,89.0,0.25,0.0,Si,SI,Sí,550.0,89116.0,13000.0
Femenino,RO,GDL,EN,LIN,SI,1487.0,91.0,0.0,0.0,No,SI,No,550.0,89086.0,10000.0
Femenino,RM,MTY,EIC,IIS,SI,1478.0,97.0,0.6,0.3,Si,NO,Sí,550.0,93.05,13600.0
Femenino,RO,SIN,EIC,IIS,SI,1487.0,86.0,0.9,0.0,Si,SI,Sí,600.0,86229.0,20000.0
Femenino,RO,SIN,EIC,IIS,SI,1319.0,93.0,0.25,0.25,No,SI,Sí,550.0,92564.0,16000.0
Femenino,RO,SIN,EN,LMC,SI,1487.0,90.0,0.3,0.25,No,NO,No,550.0,95.2,0.0
Masculino,RO,GDL,EIC,IMT,SI,1487.0,96.0,0.0,0.0,No,SI,No,550.0,88682.0,11500.0
Masculino,RM,MTY,EIC,IIS,NO,1355.0,83.0,0.0,0.0,No,SI,No respuesta,577.0,86062.0,21500.0
Masculino,RCM,CCM,EIC,ITC,SI,1467.0,98.0,0.6,0.0,Si,SI,No,640.0,94684.0,35000.0
Masculino,RO,GDL,EIC,IC,SI,1391.0,89.0,0.0,0.0,No,NO,Sí,600.0,81.22,10000.0
Masculino,RM,MTY,ECSG,LPL,NO,1413.0,98.0,0.2,0.0,Si,SI,Sí,550.0,90.65,16000.0
Masculino,RO,SIN,EIC,IIS,NO,1345.0,99.0,0.3,0.0,No,SI,Sí,550.0,90753.0,15500.0
Femenino,RO,SIN,EIC,IBN,NO,1468.0,99.0,0.2,0.0,Si,NO,Sí,600.0,93754.0,8000.0
Masculino,RO,SIN,EIC,IIS,NO,1405.0,90.0,0.15,0.0,No,NO,Sí,550.0,85344.0,35000.0
Femenino,RO,SIN,EIC,IIS,NO,1432.0,100.0,0.4,0.3,No,NO,Sí,550.0,89921.0,18700.0
Masculino,RO,SIN,EN,LMC,NO,1402.0,99.0,0.2,0.0,No,NO,Sí,550.0,95.7,13000.0
Masculino,RCM,CCM,EAAD,LAD,NO,1487.0,76.0,0.0,0.0,Si,NO,Sí,550.0,74638.0,16000.0
Femenino,RO,GDL,EAAD,ARQ,SI,1487.0,77.0,0.0,0.0,No,SI,Sí,550.0,80123.0,10000.0
Masculino,RM,MTY,EIC,ISD,SI,1487.0,77.0,0.0,0.4,No,NO,Sí,550.0,76802.0,10000.0
Masculino,RM,MTY,EN,LEM,SI,1487.0,88.0,0.15,0.15,Si,SI,Sí,607.0,93267.0,19000.0
Masculino,RM,MTY,EN,LCDE,NO,1356.0,85.0,0.0,0.0,No,NO,Sí,577.0,80343.0,130000.0
Femenino,RM,MTY,EN,LEM,SI,1487.0,92.0,0.9,0.0,Si,NO,Sí,607.0,91.89,20000.0
Masculino,RM,MTY,EIC,IIS,SI,1487.0,82.0,0.0,7910.0,No,SI,Sí,550.0,75211.0,22000.0
Masculino,RCS,SLP,EN,LAF,SI,1487.0,86.0,0.15,0.15,Si,SI,Sí,653.0,91.41,20000.0
