Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA,Escuela_0,Escuela_1,Genero_Femenino,HijoMilitar_NO,HijoMilitar_SI,Prog_Lider_NO,Prog_Lider_SI
Local,No,25.0,82.74521609790698,3,1.0,0.0,0.0,1,83.2,81.8,84.22222222,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,0.833333333,0.0,0.0,1,83.57142857,90.44444444,89.77777778,1,0,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.0,0.0,1,87.875,92.22222222,90.36111111,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.0,0.0,1,93.125,96.125,94.80555556,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,93.5,91.3,93.88888889,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.25,0.25,1,92.5,92.125,91.77777778,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,77.28571429,90.8,83.5,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,81.875,88.11111111,86.02777778,1,0,1,1,0,1,0
Local,Sí,40.0,82.74521609790698,6,1.0,0.55,0.25,1,92.625,97.22222222,94.94444444,1,0,1,1,0,1,0
SI: Nacional,Sí,34.0,82.74521609790698,5,1.0,0.45,0.25,1,81.375,92.5,86.48484848,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,5,1.0,0.25,0.25,1,93.4,98.11111111,95.83333333,0,1,1,1,0,1,0
SI: Nacional,No,44.0,82.74521609790698,6,1.0,0.6,0.0,1,89.625,89.88888889,91.19444444,1,0,1,1,0,1,0
Local,Sí,29.0,82.74521609790698,2,0.333333333,0.0,0.0,1,92.5,86.14285714,82.92857143,1,0,1,1,0,1,0
SI: Nacional,No,26.0,82.74521609790698,6,0.604166667,0.0,0.0,1,87.57142857,97.0,94.76,1,0,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,90.5,96.8,92.91666667,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.4,0.0,1,89.8,93.8,92.78571429,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,95.0,95.88888889,94.88571429,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,94.66666667,96.33333333,95.5,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.4,0.25,1,94.57142857,94.0,94.61111111,1,0,1,1,0,1,0
SI: Nacional,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,89.4,91.2,89.87179487,0,1,1,1,0,1,0
SI: Nacional,No,33.0,82.74521609790698,6,1.0,0.0,0.0,1,91.44444444,93.77777778,92.05714286,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,84.71428571,82.88888889,85.17073171,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.104166667,0.0,0.0,1,79.75,65.3,77.89189189,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.5,0.0,1,97.2,99.6,98.27777778,0,1,1,1,0,1,0
Local,No,31.0,82.74521609790698,6,1.0,0.0,0.0,1,91.0,96.4,93.5,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,86.85714286,89.0,86.3030303,1,0,1,1,0,1,0
SI: Extranjero,Sí,46.0,82.74521609790698,6,1.104166667,0.0,0.0,0,82.75,0.0,85.61111111,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.6,0.2,1,96.71428571,96.55555556,96.36111111,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.45,0.25,1,96.66666667,99.0,97.83333333,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,1,1.0,0.0,0.0,0,92.33333333,0.0,93.0,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.166666667,0.399999988,0.0,1,94.375,94.375,94.8974359,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,92.625,0.0,93.38888889,1,0,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,93.5,92.25,93.44444444,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.5,0.0,1,93.75,94.77777778,94.16666667,1,0,1,1,0,1,0
SI: Extranjero,No,44.0,82.74521609790698,6,1.0,0.4,0.0,1,86.14285714,96.8,90.62962963,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.25,1,92.875,97.0,94.72222222,1,0,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.35,0.25,1,80.5,77.66666667,79.61538462,1,0,1,1,0,1,0
SI: Nacional,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,85.55555556,88.0,89.65714286,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.2,0.2,0,0.0,0.0,0.0,0,1,1,1,0,1,0
SI: Nacional,No,21.0,82.74521609790698,6,1.0,0.0,0.0,1,94.77777778,98.3,96.25,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,94.28571429,98.5,96.3030303,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.6,0.0,1,96.25,97.11111111,97.44444444,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,95.375,97.22222222,96.83333333,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,97.5,99.33333333,98.33333333,1,0,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,6,1.0,0.4,0.0,1,82.0,89.875,86.03030303,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,93.75,96.11111111,95.19444444,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.5,0.1,1,95.3,96.5,96.38461538,0,1,1,1,0,1,0
Local,Sí,36.0,82.74521609790698,3,1.0,0.0,0.0,1,70.9,0.0,77.16666667,0,1,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,1.0,0.0,0.0,1,90.0,89.77777778,90.16666667,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,94.16666667,93.83333333,94.0,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,95.1,99.2,97.80555556,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.5,0.0,1,90.625,92.22222222,90.55555556,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,94.0,95.0,94.91666667,0,1,1,1,0,1,0
SI: Extranjero,Sí,40.0,82.74521609790698,6,1.0,0.4,0.0,1,91.6,96.4,93.22222222,0,1,1,1,0,1,0
Local,Sí,44.0,82.74521609790698,6,1.0,0.0,0.0,1,94.2,97.7,96.69444444,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,2,1.0,0.25,0.25,1,82.57142857,82.0,82.79411765,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.55,0.25,1,90.0,94.5,93.61111111,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,94.16666667,94.0,93.83333333,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.0,0.0,1,96.83333333,99.8,98.33333333,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.4,0.0,1,85.0,87.77777778,86.47222222,1,0,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,93.5,96.3,94.11111111,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,95.8,95.22222222,95.69444444,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.9,0.0,1,93.7,96.6,95.58333333,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,91.71428571,94.625,92.80555556,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,0.875,0.0,0.0,1,40.66666667,41.0,40.85714286,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.15,0.15,1,94.83333333,98.83333333,97.07692308,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.7,0.1,1,94.14285714,94.25,94.08571429,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,96.0,99.0,96.94444444,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,3,1.0,0.25,0.25,1,84.8,90.33333333,88.5,0,1,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,0.875,0.400000015,0.0,1,83.125,94.44444444,89.88888889,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,92.6,96.8,95.83333333,0,1,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,6,1.104166667,0.0,0.0,1,95.71428571,98.25,96.72222222,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,88.0,91.88888889,90.74358974,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.1,0.1,1,82.125,95.11111111,90.20512821,1,0,1,1,0,1,0
Local,No,25.0,82.74521609790698,6,1.0,0.35,0.25,1,91.375,91.66666667,92.80555556,1,0,1,1,0,1,0
SI: Nacional,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,76.77777778,93.55555556,88.58333333,1,0,1,1,0,1,0
SI: Extranjero,No,35.0,82.74521609790698,6,1.041666667,0.0,0.0,1,76.33333333,89.0,85.13513514,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.0,0.0,1,91.6,86.66666667,90.69444444,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.15,0.15,1,89.28571429,92.875,91.61538462,0,1,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,3,1.0,0.0,0.0,1,95.14285714,98.625,96.48717949,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,92.83333333,90.0,91.83333333,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,4,1.0,0.4,0.0,1,93.33333333,94.66666667,94.0,0,1,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.4,0.25,1,92.125,94.77777778,93.66666667,1,0,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.15,0.0,1,93.0,92.33333333,92.66666667,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,5,1.0,0.25,0.25,1,95.0,94.11111111,94.22222222,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.15,0.15,1,94.57142857,94.625,95.47222222,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,1.0,0.45,0.0,1,92.625,94.55555556,93.27777778,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,1.0,0.5,0.15,1,93.125,98.375,96.46153846,1,0,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,6,1.0,0.0,0.0,0,87.71428571,82.28571429,87.85294118,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.5,0.0,1,92.14285714,93.75,93.41666667,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,1.0,0.5,0.1,1,91.5,90.55555556,91.07692308,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,5,1.0,0.2,0.2,1,82.625,82.66666667,82.47222222,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.55,0.25,1,96.75,95.88888889,96.0,1,0,1,1,0,1,0
Local,No,44.0,82.74521609790698,4,0.708333333,0.0,0.0,1,81.33333333,97.33333333,91.87096774,1,0,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.45,0.15,1,92.5,95.0,93.48571429,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,86.0,92.44444444,90.84615385,1,0,1,1,0,1,0
Local,Sí,46.0,82.74521609790698,6,1.0,0.5,0.0,1,90.85714286,93.22222222,93.25714286,1,0,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,95.0,95.55555556,94.97222222,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,93.75,95.33333333,94.69444444,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.25,1,94.75,93.875,94.58333333,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.0,0.0,1,97.7,99.11111111,98.17948718,0,1,1,1,0,1,0
Local,No,26.0,82.74521609790698,5,1.0,0.0,0.0,1,85.4,90.6,88.38888889,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.25,0.0,1,94.5,96.33333333,94.72222222,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,93.28571429,97.14285714,95.39285714,0,1,1,1,0,1,0
Local,No,47.0,82.74521609790698,6,1.0,0.0,0.0,1,95.0,95.6,95.25,0,1,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.45,0.15,1,90.875,93.11111111,92.63888889,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.1,1,92.75,91.55555556,92.22222222,1,0,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,0.875,0.0,0.0,1,84.0,94.22222222,89.97435897,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.5,0.0,1,92.5,90.44444444,92.05555556,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,92.0,89.0,91.83333333,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,90.25,83.11111111,92.33333333,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.0,0.0,1,98.14285714,97.75,97.91666667,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,92.0,96.88888889,95.19444444,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,1.0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,No,48.0,82.74521609790698,6,1.0,0.4,0.0,1,95.4,98.7,97.41666667,0,1,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,72.57142857,90.55555556,82.97222222,1,0,1,1,0,1,0
SI: Nacional,No,32.0,82.74521609790698,5,1.0,0.0,0.0,1,91.5,83.83333333,87.66666667,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.2,1,91.5,95.77777778,93.94444444,1,0,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,5,1.0,0.0,0.0,1,76.42857143,86.66666667,79.81818182,1,0,1,1,0,1,0
SI: Nacional,No,44.0,82.74521609790698,6,1.0,0.45,0.25,1,94.75,97.66666667,96.80555556,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,2,1.0,0.2,0.0,1,95.14285714,98.125,96.91666667,0,1,1,1,0,0,1
SI: Extranjero,No,48.0,82.74521609790698,6,0.833333333,0.200000008,0.0,1,93.57142857,93.125,93.6,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.15,1,95.0,95.66666667,94.88888889,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,81.25,87.55555556,85.44444444,1,0,1,1,0,1,0
SI: Nacional,No,25.0,82.74521609790698,6,1.0,0.4,0.0,1,87.625,88.77777778,89.25641026,1,0,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.35,0.25,1,89.5,90.125,91.44444444,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,95.0,92.88888889,93.44444444,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.2,0.0,1,98.57142857,99.0,98.80555556,0,1,1,1,0,0,1
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,88.22222222,85.9,86.72222222,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.0,0.0,0,94.5,0.0,94.46666667,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,95.0,98.9,98.02777778,0,1,1,1,0,1,0
Local,Sí,42.0,82.74521609790698,6,1.0,0.45,0.0,1,96.5,97.0,96.75,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.15,0.0,1,95.33333333,95.83333333,95.58333333,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,0.770833333,0.0,0.0,1,78.88888889,93.875,89.8,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,92.14285714,93.55555556,93.55555556,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,91.875,96.22222222,94.52777778,1,0,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,89.875,93.55555556,92.83333333,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.2,0.0,1,93.25,95.44444444,94.08333333,1,0,1,1,0,0,1
Local,Sí,50.0,82.74521609790698,6,1.0,0.35,0.0,1,97.28571429,96.88888889,97.13888889,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,84.375,93.0,90.75,1,0,1,1,0,1,0
SI: Nacional,Sí,46.0,82.74521609790698,6,0.833333333,0.0,0.0,1,90.9,94.8,93.69444444,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.2,0.0,1,96.125,98.0,96.88888889,1,0,1,1,0,0,1
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.0,0.0,1,90.57142857,91.42857143,90.38461538,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,4,1.0,0.5,0.0,1,90.57142857,85.11111111,86.5,1,0,1,1,0,1,0
Local,No,32.0,82.74521609790698,6,1.0,0.4,0.0,1,95.85714286,95.5,95.88888889,0,1,1,1,0,1,0
SI: Extranjero,No,42.0,82.74521609790698,6,1.041666667,0.0,0.0,1,86.7,93.9,90.27777778,0,1,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,6,1.0,0.0,0.0,1,71.9,80.27272727,75.94871795,0,1,1,1,0,1,0
SI: Nacional,No,38.0,82.74521609790698,6,1.0,0.5,0.0,1,97.25,98.55555556,97.72222222,1,0,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,6,1.0,0.5,0.0,1,96.125,97.0,95.81818182,1,0,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,6,1.0,0.5,0.0,1,96.0,96.55555556,96.19444444,1,0,1,1,0,1,0
SI: Nacional,No,32.0,82.74521609790698,4,1.0,0.0,0.0,1,94.33333333,91.9,93.22222222,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,97.2,93.375,95.5,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.5,0.0,0,87.11111111,0.0,88.44444444,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.45,0.25,1,96.16666667,94.66666667,95.41666667,0,1,1,1,0,1,0
SI: Extranjero,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,85.375,87.77777778,88.30555556,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.041666667,0.699999976,0.0,1,97.44444444,94.6,96.05405405,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.2,0.2,0,94.5,0.0,94.5,0,1,1,1,0,1,0
SI: Extranjero,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,92.66666667,88.4,91.15384615,0,1,1,1,0,1,0
Local,Sí,36.0,82.74521609790698,6,1.041666667,0.20000002,0.20000002,1,97.77777778,90.11111111,94.08108108,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.0,0.0,1,88.66666667,88.66666667,88.66666667,0,1,1,1,0,1,0
Local,Sí,27.0,82.74521609790698,6,1.0,0.0,0.0,1,77.4,86.77777778,80.22222222,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,93.83333333,96.16666667,95.0,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,76.42857143,80.0,77.60526316,1,0,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.9,0.0,1,91.33333333,92.5,93.46153846,0,1,1,1,0,1,0
SI: Nacional,No,31.0,82.74521609790698,6,1.0,0.4,0.0,1,96.0,95.0,96.02777778,1,0,1,1,0,1,0
SI: Nacional,No,48.0,82.74521609790698,6,1.0,0.7,0.0,1,83.14285714,88.55555556,86.62162162,1,0,1,1,0,1,0
Local,No,42.0,82.74521609790698,6,1.0,0.45,0.0,1,95.16666667,98.16666667,96.66666667,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,5,1.0,0.5,0.0,1,89.55555556,94.5,92.08571429,0,1,1,1,0,1,0
Local,Sí,48.0,82.74521609790698,6,1.0,0.2,0.0,1,92.88888889,93.0,93.5,0,1,1,1,0,0,1
Local,No,46.0,82.74521609790698,6,1.0,0.2,0.0,1,98.8,99.0,98.58333333,0,1,1,1,0,0,1
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.25,1,97.0,94.66666667,95.75,0,1,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,6,1.0,0.2,0.2,1,93.28571429,96.22222222,94.97222222,1,0,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,89.375,91.22222222,92.72222222,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,94.5,98.1,96.11111111,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,90.1,94.77777778,93.08333333,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.35,0.0,1,86.0,94.44444444,92.80555556,1,0,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.4,0.0,1,92.0,94.0,93.44444444,1,0,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.7,0.1,1,96.5,95.0,95.94444444,1,0,1,1,0,1,0
SI: Nacional,No,35.0,82.74521609790698,6,1.0,0.5,0.0,1,96.71428571,90.55555556,94.58333333,1,0,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.0,0.0,1,91.11111111,97.66666667,94.80555556,0,1,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.0,0.0,1,90.88888889,96.3,93.58333333,0,1,1,1,0,1,0
SI: Nacional,Sí,46.0,82.74521609790698,6,1.0,0.0,0.0,1,92.0,96.3,93.07692308,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.4,0.2,1,89.57142857,89.0,89.58333333,0,1,1,1,0,1,0
SI: Extranjero,No,38.0,82.74521609790698,6,1.0,0.0,0.0,1,79.625,92.11111111,86.05714286,1,0,1,1,0,1,0
SI: Nacional,No,29.0,82.74521609790698,6,1.0,0.0,0.0,0,82.71428571,93.0,86.73684211,0,1,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,6,1.0,0.5,0.0,1,91.25,93.25,92.91666667,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.4,0.0,1,95.0,97.22222222,96.02777778,1,0,1,1,0,1,0
SI: Nacional,No,30.0,82.74521609790698,6,1.0,0.15,0.15,1,85.75,89.1,89.21621622,1,0,1,1,0,1,0
Local,No,35.0,82.74521609790698,6,1.0,0.2,0.2,1,89.66666667,96.25,92.76923077,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,94.375,95.66666667,94.92307692,1,0,1,1,0,1,0
SI: Extranjero,No,46.0,82.74521609790698,6,0.9375,0.5,0.0,1,94.14285714,97.11111111,96.02631579,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.5,0.0,1,95.1,96.4,96.02777778,0,1,1,1,0,1,0
SI: Nacional,No,38.0,82.74521609790698,6,1.0,0.5,0.0,1,97.66666667,95.16666667,96.41666667,0,1,1,1,0,1,0
SI: Extranjero,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,91.33333333,95.9,93.75,0,1,1,1,0,1,0
SI: Extranjero,No,42.0,82.74521609790698,6,1.0,0.0,0.0,1,89.75,92.0,91.6969697,0,1,1,1,0,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.0,0.35,0.25,1,91.875,94.77777778,94.36111111,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.6,0.2,1,93.125,92.0,93.36111111,1,0,1,1,0,1,0
Local,No,50.0,82.74521609790698,5,1.0,0.2,0.0,1,93.375,92.88888889,93.08333333,1,0,1,1,0,0,1
SI: Nacional,No,40.0,82.74521609790698,5,1.0,0.4,0.0,1,96.2,98.9,97.30555556,0,1,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,96.42857143,93.125,95.27777778,0,1,1,1,0,1,0
SI: Nacional,Sí,35.0,82.74521609790698,6,1.0,0.0,0.0,1,95.42857143,90.875,94.33333333,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.15,0.15,1,90.6,91.14285714,92.38888889,0,1,1,1,0,1,0
SI: Nacional,No,46.0,82.74521609790698,6,1.0,0.0,0.0,1,83.0,89.9,88.02702703,0,1,1,1,0,1,0
SI: Nacional,No,33.0,82.74521609790698,6,1.0,0.0,0.0,1,96.16666667,94.33333333,95.25,0,1,1,1,0,1,0
SI: Nacional,No,24.0,82.74521609790698,6,1.0,0.0,0.0,1,86.44444444,90.1,87.33333333,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,96.0,98.5,95.97222222,0,1,1,1,0,1,0
SI: Nacional,No,50.0,82.74521609790698,6,1.0,0.0,0.0,1,89.6,85.88888889,89.05714286,0,1,1,1,0,1,0
SI: Nacional,Sí,40.0,82.74521609790698,4,1.0,0.55,0.25,1,91.0,95.6,93.55555556,0,1,1,1,0,1,0
Local,No,50.0,82.74521609790698,6,1.0,0.2,0.0,1,90.5,96.5,95.11111111,1,0,1,1,0,0,1
Local,No,50.0,82.74521609790698,6,1.0,0.2,0.0,1,95.5,97.5,96.22222222,1,0,1,1,0,0,1
