Folio,Periodo,Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,Edad,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Nominal,Sueldo_Real,,
MTY05LIN2077,AD20,Femenino,RM,MTY,EN,LIN,NO,1174,97,25,0.00,0.00,No,SI,Sí,630,91625,20000,20000,,
MTY05IC2101,AD20,Masculino,RM,MTY,EIC,IC,NO,1270,88,23,0.15,0.00,No,SI,Sí,630,88967,10000,10000,,
MTY05IMT2086,AD20,Masculino,RM,MTY,EIC,IMT,NO,1428,88,24,0.80,0.00,No,SI,Sí,656,92.59,80000,80000,,
MTY05CPF2031,AD20,Masculino,RM,MTY,EN,LCPF,NO,1341,84,24,0.00,0.00,Si,SI,Sí,550,87862,14000,14000,,
MTY05LEM1378,AD20,Femenino,RM,MTY,EN,LEM,NO,1450,92,24,0.00,0.00,No,NO,Sí,653,94446,20000,20000,,
CCM05IMT3840,AD20,Masculino,RCM,CCM,EIC,IMT,NO,1294,84,23,0.00,0.00,Si,NO,Sí,643,85645,25000,25000,,
MTY05IC2081,AD20,Masculino,RM,MTY,EIC,IC,NO,1350,89,22,0.15,0.00,No,SI,No,600,87387,16000,16000,,
MTY05IIS2022,AD20,Femenino,RM,MTY,EIC,IIS,NO,1479,97,24,0.20,0.00,Si,SI,Sí,600,93786,125000,125000,,
MTY05IIS2096,AD20,Masculino,RM,MTY,EIC,IIS,NO,1416,93,22,0.25,0.25,No,NO,Sí,550,90098,18000,18000,,
MTY05IC1749,AD20,Masculino,RM,MTY,EIC,IC,NO,1324,87,22,0.00,0.00,Si,NO,Sí,600,85238,15000,15000,,
MTY05LRI2090,AD20,Femenino,RM,MTY,ECSG,LRI,NO,1340,88,24,0.00,0.25,No,SI,Sí,663,89543,26000,26000,,
MTY05LAF2100,AD20,Masculino,RM,MTY,EN,LAF,NO,1176,88,24,0.00,0.00,No,NO,Sí,600,83305,18560,18560,,
MTY05CPF2094,AD20,Masculino,RM,MTY,EN,LCPF,NO,1322,85,22,0.00,0.00,No,NO,No,550,92857,20000,20000,,
MTY05INQ2099,AD20,Masculino,RM,MTY,EIC,INCQ,NO,1515,94,22,0.40,0.30,No,NO,Sí,550,91685,16400,16400,,
MTY05LIN2111,AD20,Femenino,RM,MTY,EN,LIN,NO,1560,92,24,0.50,0.00,Si,NO,Sí,590,92032,15000,15000,,
MTY05LEC2113,AD20,Masculino,RM,MTY,ECSG,LEC,NO,1343,100,23,0.80,0.20,Si,SI,Sí,573,94535,25000,25000,,
MTY05ISD1656,AD20,Masculino,RM,MTY,EIC,ISD,NO,1453,84,23,0.15,0.00,No,SI,Sí,633,90209,23656,23656,,
MTY05IQA2117,AD20,Masculino,RM,MTY,EIC,IQA,NO,1465,94,24,0.00,0.25,No,SI,Sí,600,89639,9000,9000,,
MTY05LAF837,AD20,Femenino,RM,MTY,EN,LAF,NO,1388,86,24,0.00,0.00,No,NO,Sí,620,92555,25000,25000,,
MTY05ITC2119,AD20,Masculino,RM,MTY,EIC,ITC,NO,1380,85,24,0.40,0.00,No,NO,Sí,550,89946,16008,16008,,
MTY05IIS2118,AD20,Femenino,RM,MTY,EIC,IIS,NO,1445,98,24,0.20,0.00,Si,SI,Sí,550,90.1,15971,15971,,
MTY05LAE1995,AD20,Masculino,RM,MTY,EN,LAE,NO,,,24,0.10,0.10,Si,SI,Sí,550,92631,0,0,,
MTY05LMI2121,AD20,Femenino,RM,MTY,EHE,LMI,NO,1279,90,24,0.55,0.25,Si,SI,Sí,550,91426,6000,6000,,
MTY05LEC2124,AD20,Masculino,RM,MTY,ECSG,LEC,NO,1350,92,23,0.00,0.00,No,SI,Sí,643,91574,37000,37000,,
CHH05LDE2189,AD20,Masculino,RO,CHI,EN,LCDE,NO,1241,94,24,0.90,0.00,Si,NO,No,550,83737,22000,22000,,
MTY05INT2127,AD20,Masculino,RM,MTY,EIC,INT,NO,,,26,0.00,,Si,SI,Sí,567,89101,24000,24000,,
LAG05LIN2259,AD20,Masculino,RM,LAG,EN,LIN,SI,1409,84,25,0.25,0.25,Si,NO,Sí,550,88561,15000,15000,,
HER05IMT5025,AD20,Masculino,RO,HER,EIC,IMT,SI,1500,94,25,0.40,0.40,Si,SI,Sí,653,91407,31666,31666,,
GDA05ISC4531,AD20,Masculino,RO,GDL,EIC,ISC,NO,1425,84,25,0.00,0.00,No,NO,Sí,600,84812,39000,39000,,
HER05IIS5024,AD20,Femenino,RO,HER,EIC,IIS,SI,1529,92,24,0.60,0.00,Si,SI,Sí,610,94816,37000,37000,,
MTY05INQ1586,AD20,Masculino,RM,MTY,EIC,INCQ,SI,1500,90,24,0.00,0.00,Si,SI,Sí,600,90055,21000,21000,,
MTY05INT1577,AD20,Masculino,RM,MTY,EIC,INT,SI,1523,91,23,0.60,0.00,No,NO,No,600,94982,40000,40000,,
HER05IMT5050,AD20,Masculino,RO,HER,EIC,IMT,SI,1535,90,23,0.00,0.00,No,NO,Sí,667,92.18,33000,33000,,
HER05LAE5046,AD20,Masculino,RO,HER,EN,LAE,SI,,84,23,0.00,0.00,Si,NO,Sí,600,89071,0,0,,
HER05LMC5048,AD20,Femenino,RO,HER,EN,LMC,NO,,,24,0.10,0.10,No,NO,Sí,577,91.45,16000,16000,,
HER05LDI5047,AD20,Masculino,RO,HER,EAAD,LDI,SI,,84,23,0.55,0.25,Si,NO,Sí,550,90912,6000,6000,,
MTY05IIS1579,AD20,Masculino,RM,MTY,EIC,IIS,NO,1496,99,23,0.50,0.00,Si,SI,Sí,650,93983,24000,24000,,
HER05LAE5043,AD20,Masculino,RO,HER,EN,LAE,NO,1377,87,24,0.30,0.30,Si,NO,Sí,627,92589,14000,14000,,
CSF05LED308,AD20,Masculino,RCM,CSF,ECSG,LED,NO,,,31,0.00,0.40,No,NO,Sí,550,87732,48000,48000,,
CSF2LAF038,AD20,Masculino,RCM,CSF,EN,LAF,SI,,79,27,0.00,0.00,No,NO,Sí,550,80016,15000,15000,,
CSF05IMT361,AD20,Masculino,RCM,CSF,EIC,IMT,SI,,91,25,0.20,0.20,Si,SI,Sí,630,90.54,23000,23000,,
CSF2LAE041,AD20,Femenino,RCM,CSF,EN,LAE,SI,,83,26,0.70,0.20,No,NO,Sí,550,90338,25000,25000,,
CSF05BIA373,AD20,Femenino,RCM,CSF,ECSG,LRI,SI,,90,25,0.00,0.00,No,SI,No,600,94761,16,16,,
CSF05LRI383,AD20,Femenino,RCM,CSF,ECSG,LRI,SI,,83,25,0.00,0.00,No,SI,No,550,84546,8500,8500,,
CSF05IIS402,AD20,Masculino,RCM,CSF,EIC,IIS,SI,,84,24,0.00,0.00,No,NO,Sí,560,82349,18000,18000,,
CSF05LMC420,AD20,Masculino,RCM,CSF,EN,LMC,SI,,84,24,0.00,0.30,Si,SI,Sí,617,86166,8200,8200,,
CSF05LAE421,AD20,Femenino,RCM,CSF,EN,LAE,SI,,87,24,0.00,0.00,No,SI,Sí,597,90517,16500,16500,,
CSF05IMT417,AD20,Masculino,RCM,CSF,EIC,IMT,SI,,83,25,0.00,0.00,No,NO,No,567,86327,10000,10000,,
CSF05LAF451,AD20,Masculino,RCM,CSF,EN,LAF,SI,,87,24,0.00,0.00,No,SI,Sí,603,90107,22000,22000,,
CSF05LED452,AD20,Masculino,RCM,CSF,ECSG,LED,SI,1402,91,24,0.20,0.20,Si,SI,Sí,640,94285,32000,32000,,
CSF05LEM455,AD20,Femenino,RCM,CSF,EN,LEM,SI,,85,23,0.30,0.30,No,NO,Sí,550,92607,36500,36500,,
CSF05LED464,AD20,Masculino,RCM,CSF,ECSG,LED,SI,,85,23,0.00,0.00,No,SI,Sí,620,93035,38000,38000,,
CSF05BFI449,AD20,Masculino,RCM,CSF,EN,LAF,SI,1231,90,25,0.00,0.00,No,SI,No,600,91644,35000,35000,,
CSF05IDS463,AD20,Masculino,RCM,CSF,EIC,IDS,SI,,,24,0.40,0.20,No,NO,Sí,610,90457,20000,20000,,
CSF05IDS443,AD20,Femenino,RCM,CSF,EIC,IDS,NO,1182,92,24,0.00,0.40,No,NO,Sí,600,92163,36317,36317,,
CSF05BIE433,AD20,Masculino,RCM,CSF,EIC,IIS,SI,,,24,0.00,,No,SI,Sí,607,85391,21000,21000,,
CSF05IMT456,AD20,Masculino,RCM,CSF,EIC,IMT,SI,,84,25,0.00,0.00,No,NO,Sí,553,86596,25000,25000,,
CSF05ITC465,AD20,Masculino,RCM,CSF,EIC,ITC,NO,1258,84,25,0.00,0.00,Si,NO,No,550,92385,18800,18800,,
CSF05IIS429,AD20,Femenino,RCM,CSF,EIC,IIS,SI,,90,24,0.15,0.15,No,SI,Sí,617,93.7,22000,22000,,
CSF05LIN461,AD20,Masculino,RCM,CSF,EN,LIN,SI,,85,24,0.00,0.00,No,SI,Sí,643,90642,15000,15000,,
CSF05IDS446,AD20,Masculino,RCM,CSF,EIC,IDS,SI,1432,93,23,0.10,0.00,Si,NO,Sí,660,93745,20899,20899,,
CSF05ITC462,AD20,Masculino,RCM,CSF,EIC,ITC,SI,,86,23,0.00,0.00,Si,SI,Sí,663,95653,3400000,3400000,,
CSF05LIN466,AD20,Femenino,RCM,CSF,EN,LIN,SI,,88,23,0.35,0.25,Si,SI,Sí,550,92732,17000,17000,,
CSF05ITC473,AD20,Masculino,RCM,CSF,EIC,ITC,SI,1403,91,24,0.15,0.00,No,SI,No,633,92418,0,0,,
CSF05LRI475,AD20,Femenino,RCM,CSF,ECSG,LRI,SI,,92,23,0.10,0.20,Si,SI,No,550,90.41,8000,8000,,
CSF05IDS424,AD20,Femenino,RCM,CSF,EIC,IDS,NO,1532,88,24,0.00,0.00,No,NO,Sí,600,92516,10000,10000,,
CSF05IIS494,AD20,Masculino,RCM,CSF,EIC,IIS,SI,,82,24,0.00,0.00,No,NO,Sí,553,85934,24000,24000,,
CSF05LAF496,AD20,Masculino,RCM,CSF,EN,LAF,SI,1320,90,24,0.10,0.00,No,SI,Sí,623,91581,40000,40000,,
CSF05IDS492,AD20,Femenino,RCM,CSF,EIC,IDS,SI,,88,24,0.00,0.00,No,SI,Sí,603,92864,15000,15000,,
CSF2LAF042,AD20,Masculino,RCM,CSF,EN,LAF,SI,1465,93,24,0.50,0.00,No,SI,Sí,610,95641,28000,28000,,
CSF05LEF517,AD20,Masculino,RCM,CSF,ECSG,LEF,SI,,81,23,0.00,0.00,No,NO,No,600,86803,20000,20000,,
CSF05LIN500,AD20,Femenino,RCM,CSF,EN,LIN,NO,1262,94,24,0.00,0.00,Si,SI,Sí,573,94125,0,0,,
CSF05IIS512,AD20,Masculino,RCM,CSF,EIC,IIS,SI,,89,24,0.00,0.00,No,SI,Sí,600,87483,34000,34000,,
CSF05IDS498,AD20,Masculino,RCM,CSF,EIC,IDS,SI,1494,91,24,0.60,0.00,No,NO,Sí,613,90186,24000,24000,,
CSF05IDS530,AD20,Femenino,RCM,CSF,EIC,IDS,SI,,82,24,0.05,0.15,Si,SI,Sí,577,88.4,35000,35000,,
CSF05IIS515,AD20,Femenino,RCM,CSF,EIC,IIS,SI,,79,23,0.00,0.00,Si,SI,Sí,613,88131,17600,17600,,
CEM05IBT4150,AD20,Femenino,RCM,CEM,EIC,IBT,SI,,90,24,0.00,0.00,No,NO,Sí,550,85725,28000,28000,,
CSF05LAF531,AD20,Femenino,RCM,CSF,EN,LAF,SI,1464,93,23,0.50,0.30,No,NO,Sí,550,92214,36000,36000,,
CSF05ITC539,AD20,Masculino,RCM,CSF,EIC,ITC,SI,,87,23,0.20,0.20,Si,NO,No,610,93.28,15000,15000,,
CSF05LMC541,AD20,Femenino,RCM,CSF,EN,LMC,NO,,100,24,0.70,0.00,No,NO,Sí,607,98406,28000,28000,,
CSF05LIN546,AD20,Masculino,RCM,CSF,EN,LIN,NO,1340,85,23,0.00,0.00,No,SI,Sí,570,91827,20000,20000,,
CSF05LAE545,AD20,Masculino,RCM,CSF,EN,LAE,SI,,84,24,0.00,0.00,No,NO,Sí,550,86034,22000,22000,,
CSF05BIE549,AD20,Femenino,RCM,CSF,EIC,IIS,SI,1292,89,24,0.00,0.00,No,SI,No,627,87833,21000,21000,,
CSF05ITC552,AD20,Masculino,RCM,CSF,EIC,ITC,SI,,83,23,0.10,0.10,Si,NO,Sí,550,91157,14000,14000,,
CSF05LMC579,AD20,Femenino,RCM,CSF,EN,LMC,NO,,,25,0.00,0.20,No,NO,Sí,600,93083,26900,26900,,
CSF05LAF582,AD20,Masculino,RCM,CSF,EN,LAF,SI,1209,86,24,0.00,0.00,No,SI,Sí,600,87614,0,0,,
CSF2LED044,AD20,Femenino,RCM,CSF,ECSG,LED,NO,1139,75,27,0.00,0.00,No,SI,Sí,550,79611,17000,17000,,
CSF05IIS583,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1350,78,26,0.00,0.25,No,NO,Sí,573,74849,30000,30000,,
CSF05ITC584,AD20,Masculino,RCM,CSF,EIC,ITC,NO,1545,80,26,0.00,,No,NO,No,600,78218,12000,12000,,
MTY05IQA1798,AD20,Femenino,RM,MTY,EIC,IQA,NO,,91,25,0.00,0.00,Si,NO,No,550,83544,8000,8000,,
CSF05LAF592,AD20,Masculino,RCM,CSF,EN,LAF,NO,,,26,0.00,0.00,No,NO,Sí,550,75397,30000,30000,,
MTY05IIS1833,AD20,Masculino,RM,MTY,EIC,IIS,SI,,84,23,0.00,0.00,Si,NO,Sí,617,85709,9200,9200,,
QRO05IIS2817,AD20,Masculino,RCS,QRO,EIC,IIS,NO,,,25,0.25,0.25,Si,SI,Sí,550,87327,18000,18000,,
CSF05IMT600,AD20,Masculino,RCM,CSF,EIC,IMT,NO,,,25,0.00,0.00,No,NO,Sí,600,76727,28000,28000,,
CSF05LEF602,AD20,Femenino,RCM,CSF,ECSG,LEF,NO,1155,93,26,0.00,0.00,No,SI,No,577,82622,12000,12000,,
CSF05LRI598,AD20,Femenino,RCM,CSF,ECSG,LRI,NO,1354,95,26,0.00,0.15,Si,SI,Sí,550,82621,12300,12300,,
CSF05IDS595,AD20,Masculino,RCM,CSF,EIC,IDS,NO,1359,78,25,0.00,0.00,Si,SI,Sí,550,81863,18000,18000,,
CSF05LAE604,AD20,Masculino,RCM,CSF,EN,LAE,NO,1441,87,24,0.00,0.00,Si,NO,Sí,613,87576,6000,6000,,
CSF2LAE047,AD20,Masculino,RCM,CSF,EN,LAE,NO,1309,94,24,0.00,0.00,No,SI,Sí,563,85275,25000,25000,,
CSF05IMT617,AD20,Masculino,RCM,CSF,EIC,IMT,NO,,,25,0.00,,No,SI,Sí,577,87.92,10000,10000,,
CSF05LAF627,AD20,Masculino,RCM,CSF,EN,LAF,NO,1226,80,24,0.00,0.00,No,SI,No,550,80838,22000,22000,,
CSF05IMT626,AD20,Femenino,RCM,CSF,EIC,IMT,NO,1372,88,25,0.00,0.00,Si,NO,No respuesta,657,91593,12000,12000,,
CSF05LAE632,AD20,Masculino,RCM,CSF,EN,LAE,NO,1288,87,24,0.00,0.00,No,SI,Sí,607,79639,18000,18000,,
CSF05LMC623,AD20,Masculino,RCM,CSF,EN,LMC,NO,,,25,0.00,,No,SI,Sí,550,90459,35000,35000,,
QRO05LDE2876,AD20,Masculino,RCS,QRO,EN,LCDE,NO,1258,76,26,0.50,0.30,Si,NO,Sí,550,84925,6000,6000,,
CSF05LDE649,AD20,Masculino,RCM,CSF,EN,LCDE,NO,1250,83,25,0.00,0.00,No,NO,No,550,89457,6000,6000,,
CSF05LAE645,AD20,Femenino,RCM,CSF,EN,LAE,NO,1349,90,24,0.90,0.00,No,SI,Sí,600,94947,20000,20000,,
CSF05IIS664,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1405,89,24,0.10,0.00,No,SI,Sí,643,88639,17000,17000,,
CSF05IDS673,AD20,Masculino,RCM,CSF,EIC,IDS,NO,1402,87,23,0.20,0.30,No,NO,Sí,550,90.9,18000,18000,,
CSF05LMC683,AD20,Femenino,RCM,CSF,EN,LMC,NO,1228,90,24,0.00,0.00,No,SI,Sí,573,95836,12000,12000,,
CCM05IDS3818,AD20,Femenino,RCM,CCM,EIC,IDS,NO,1307,93,24,0.90,0.00,Si,NO,Sí,550,92416,17000,17000,,
CSF05BIE650,AD20,Femenino,RCM,CSF,EIC,IIS,NO,1505,93,24,0.00,0.00,No,SI,Sí,670,92484,46000,46000,,
CSF05IMI689,AD20,Masculino,RCM,CSF,EHE,IMI,NO,1505,91,24,0.70,0.00,Si,SI,Sí,653,94709,18000,18000,,
CSF05IIS667,AD20,Femenino,RCM,CSF,EIC,IIS,NO,1411,98,23,0.90,0.00,Si,SI,No,620,93931,10000,10000,,
CSF05IMT678,AD20,Masculino,RCM,CSF,EIC,IMT,NO,1472,96,24,0.50,0.00,No,NO,No,550,92587,16000,16000,,
CSF05LAE688,AD20,Femenino,RCM,CSF,EN,LAE,NO,1316,88,24,0.00,0.00,No,SI,Sí,547,93175,25000,25000,,
CSF05BIE684,AD20,Femenino,RCM,CSF,EIC,IIS,NO,1399,93,25,0.00,0.00,No,SI,Sí,613,92246,30000,30000,,
CSF05IDS631,AD20,Masculino,RCM,CSF,EIC,IDS,NO,1329,89,25,0.15,0.25,No,NO,Sí,600,92016,23000,23000,,
CSF05IIS697,AD20,Femenino,RCM,CSF,EIC,IIS,NO,,96,24,0.40,0.00,No,SI,No,600,92.95,22000,22000,,
CSF05IIS614,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1231,78,26,0.00,0.00,No,SI,Sí,550,82159,22000,22000,,
CSF05LMC581,AD20,Femenino,RCM,CSF,EN,LMC,NO,1479,97,23,0.60,0.00,Si,SI,Sí,620,90666,40000,40000,,
CSF05LIN691,AD20,Femenino,RCM,CSF,EN,LIN,NO,1403,97,23,0.35,0.25,No,SI,Sí,600,96357,0,0,,
CSF05IIS703,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1395,87,23,0.00,0.00,No,SI,Sí,640,91888,20000,20000,,
CSF05IIS516,AD20,Masculino,RCM,CSF,EIC,IIS,NO,,,24,0.00,,No,SI,Sí,583,85453,23000,23000,,
CSF05LEF677,AD20,Femenino,RCM,CSF,ECSG,LEF,NO,1287,83,24,0.00,0.00,No,SI,Sí,560,85716,35000,35000,,
CSF05LRI674,AD20,Masculino,RCM,CSF,ECSG,LRI,NO,1252,82,24,0.00,0.00,Si,SI,Sí,600,88844,12000,12000,,
CSF05BIE656,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1324,84,24,0.00,0.00,No,SI,Sí,603,90144,60600,60600,,
CSF05LAF699,AD20,Masculino,RCM,CSF,EN,LAF,NO,1289,90,24,0.00,0.00,No,SI,Sí,587,93298,0,0,,
CSF05LAF702,AD20,Masculino,RCM,CSF,EN,LAF,NO,1333,78,25,0.00,0.00,No,NO,Sí,550,91.55,26000,26000,,
CSF05LAF698,AD20,Masculino,RCM,CSF,EN,LAF,NO,1385,86,25,0.20,0.00,No,SI,Sí,557,91017,46000,46000,,
CSF05LMC728,AD20,Masculino,RCM,CSF,EN,LMC,NO,1381,77,23,0.00,0.00,No,NO,Sí,550,90852,24750,24750,,
CSF05IIS717,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1552,92,24,0.10,0.00,No,SI,Sí,647,90.8,25000,25000,,
CSF05IIS658,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1355,86,24,0.00,0.00,No,SI,No respuesta,633,88.79,18000,18000,,
CSF05BIE712,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1387,89,24,0.00,0.00,No,SI,Sí,633,93014,30000,30000,,
CSF05LMC734,AD20,Femenino,RCM,CSF,EN,LMC,NO,1426,91,24,0.15,0.00,No,NO,Sí,623,92135,20000,20000,,
CSF05LMC724,AD20,Femenino,RCM,CSF,EN,LMC,NO,1324,77,24,0.00,0.00,Si,SI,Sí,553,92983,26100,26100,,
CSF05LEF731,AD20,Masculino,RCM,CSF,ECSG,LEF,NO,1294,86,24,0.00,0.00,No,SI,Sí,600,86016,80000,80000,,
CSF05IIS726,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1439,96,24,0.15,0.25,No,NO,Sí,600,95951,145000,145000,,
GDA05ISC4937,AD20,Masculino,RO,GDL,EIC,ISC,NO,1557,98,23,0.20,0.00,No,NO,Sí,600,95298,57000,57000,,
CSF05LAF736,AD20,Masculino,RCM,CSF,EN,LAF,NO,1464,78,24,0.00,0.00,No,NO,No,600,91241,31182,31182,,
CSF05LIN725,AD20,Femenino,RCM,CSF,EN,LIN,NO,1249,84,24,0.00,0.00,Si,SI,Sí,550,88.83,8000,8000,,
CSF05ITC716,AD20,Masculino,RCM,CSF,EIC,ITC,NO,1372,89,24,0.15,0.25,No,NO,Sí,550,93732,38000,38000,,
CSF05BFI680,AD20,Masculino,RCM,CSF,EN,LAF,NO,,,23,0.00,,No,SI,Sí,647,92809,0,0,,
CSF05IIS746,AD20,Masculino,RCM,CSF,EIC,IIS,NO,1276,86,24,0.15,0.00,No,SI,Sí,580,92.36,23500,23500,,
CSF05LEM705,AD20,Femenino,RCM,CSF,EN,LEM,NO,1179,86,24,0.00,0.00,No,SI,Sí,573,89375,16000,16000,,
CSF05LIN752,AD20,Femenino,RCM,CSF,EN,LIN,NO,1256,93,23,0.00,0.00,No,SI,Sí,623,89396,0,0,,
CSF05LAF578,AD20,Masculino,RCM,CSF,EN,LAF,NO,1304,87,25,0.25,0.25,No,NO,Sí,550,90877,16000,16000,,
CSF05LAF742,AD20,Masculino,RCM,CSF,EN,LAF,NO,1312,79,24,0.00,0.00,No,SI,Sí,607,86.83,35000,35000,,
CSF05LIN767,AD20,Femenino,RCM,CSF,EN,LIN,NO,,,24,0.00,,Si,NO,No,550,93896,20000,20000,,
CSF05LEF760,AD20,Masculino,RCM,CSF,ECSG,LEF,NO,1227,90,24,0.00,0.00,No,NO,No,550,87185,30000,30000,,
CSF05LMC654,AD20,Femenino,RCM,CSF,EN,LMC,NO,1287,80,24,0.00,0.00,No,SI,Sí,600,90016,12000,12000,,
CSF05LMC768,AD20,Femenino,RCM,CSF,EN,LMC,NO,1203,89,24,0.00,0.00,No,NO,Sí,600,90966,13000,13000,,
CSF05LAE771,AD20,Femenino,RCM,CSF,EN,LAE,NO,,,24,0.00,,No,SI,Sí,653,92648,22000,22000,,
CSF05IIS772,AD20,Masculino,RCM,CSF,EIC,IIS,NO,,,26,0.00,,Si,SI,Sí,653,95122,37000,37000,,
CSF05LEM773,AD20,Femenino,RCM,CSF,EN,LEM,NO,,,27,0.20,0.00,No,SI,Sí,550,93,12000,12000,,
CSF05LEF774,AD20,Femenino,RCM,CSF,ECSG,LEF,NO,1344,91,26,0.00,0.00,Si,SI,Sí,653,90826,15000,15000,,
CSF05LAF776,AD20,Masculino,RCM,CSF,EN,LAF,NO,1439,87,24,0.70,0.20,Si,NO,Sí,550,90937,30700,30700,,
CSF05IIS777,AD20,Femenino,RCM,CSF,EIC,IIS,NO,1395,92,26,0.00,0.00,No,NO,Sí,550,88784,24000,24000,,
MTY05INQ975,AD20,Masculino,RM,MTY,EIC,INCQ,SI,1508,94,26,0.25,0.25,Si,SI,Sí,630,91545,10000,10000,,
MTY05IMT960,AD20,Femenino,RM,MTY,EIC,IMT,SI,,88,25,0.25,0.25,Si,NO,Sí,553,89112,27000,27000,,
MTY05IMA1000,AD20,Masculino,RM,MTY,EIC,IMA,NO,,,26,0.00,0.15,Si,SI,Sí,603,82515,21100,21100,,
MTY05LPO1028,AD20,Femenino,RM,MTY,EN,LPO,NO,1253,84,26,0.00,0.40,No,NO,Sí,559,84827,25000,25000,,
MTY05BCP1148,AD20,Femenino,RM,MTY,EIC,IQP,SI,1496,95,24,0.60,0.20,Si,SI,Sí,647,91895,24000,24000,,
MTY05ISD1102,AD20,Masculino,RM,MTY,EIC,ISD,SI,1409,95,25,0.50,0.00,No,SI,Sí,620,95,30000,30000,,
MTY05IIS1103,AD20,Masculino,RM,MTY,EIC,IIS,SI,1514,91,24,0.60,0.00,Si,SI,Sí,640,88745,19000,19000,,
MTY05ITC1149,AD20,Masculino,RM,MTY,EIC,ITC,SI,,88,25,0.25,0.25,No,SI,No,627,87423,24461,24461,,
MTY05IQA1220,AD20,Femenino,RM,MTY,EIC,IQA,SI,1320,95,25,0.00,0.00,No,SI,Sí,607,89783,22000,22000,,
MTY05IQA1066,AD20,Masculino,RM,MTY,EIC,IQA,SI,1477,96,24,0.50,0.10,Si,SI,Sí,647,93616,34600,34600,,
MTY05IMT868,AD20,Masculino,RM,MTY,EIC,IMT,SI,1413,88,25,0.25,0.25,No,SI,Sí,607,89934,24000,24000,,
MTY05ITC1329,AD20,Masculino,RM,MTY,EIC,ITC,SI,,81,23,0.00,0.00,No,NO,Sí,550,84724,21000,21000,,
MTY05BM1441,AD20,Femenino,RM,MTY,EN,LEM,SI,1468,97,24,0.50,0.30,Si,SI,Sí,663,97532,23200,23200,,
MTY05LAF1351,AD20,Femenino,RM,MTY,EN,LAF,SI,,85,23,0.10,0.00,No,SI,Sí,613,91517,22000,22000,,
MTY05IMT1355,AD20,Masculino,RM,MTY,EIC,IMT,SI,,88,24,0.25,0.00,No,NO,Sí,653,93131,25000,25000,,
MTY05LPO1539,AD20,Femenino,RM,MTY,EN,LPO,SI,938,79,23,0.00,0.00,Si,SI,No,550,87606,13500,13500,,
MTY05IMA1503,AD20,Masculino,RM,MTY,EIC,IMA,SI,1481,92,23,0.50,0.00,No,SI,Sí,670,93051,26612,26612,,
MTY05IIS1465,AD20,Femenino,RM,MTY,EIC,IIS,SI,,93,23,0.00,0.00,No,SI,Sí,627,90666,17000,17000,,
MTY05ITC1432,AD20,Masculino,RM,MTY,EIC,ITC,SI,,87,24,0.00,0.00,No,SI,Sí,610,90368,50000,50000,,
MTY05IDA1430,AD20,Masculino,RM,MTY,EIC,IDA,SI,,87,23,0.00,0.00,No,NO,Sí,570,92203,28000,28000,,
MTY05INQ1674,AD20,Masculino,RM,MTY,EIC,INCQ,SI,1455,95,24,0.90,0.00,Si,SI,Sí,583,92962,5000,5000,,
MTY05IID1682,AD20,Femenino,RM,MTY,EIC,IID,SI,1485,95,24,0.10,0.00,Si,SI,Sí,603,91696,14000,14000,,
MTY05IFI1615,AD20,Masculino,RM,MTY,EIC,IFI,SI,,89,23,0.25,0.25,Si,SI,No,550,96084,40000,40000,,
MTY05LPO1689,AD20,Femenino,RM,MTY,EN,LPO,SI,,79,24,0.00,0.00,No,NO,Sí,563,85913,15000,15000,,
MTY05LAD1650,AD20,Masculino,RM,MTY,EAAD,LAD,SI,,89,23,0.00,0.00,No,SI,No,590,93375,65000,65000,,
MTY05BSD1173,AD20,Femenino,RM,MTY,EIC,IDS,SI,1539,95,25,0.60,0.00,No,SI,Sí,630,93772,24000,24000,,
CSF05IMT345,AD20,Masculino,RCM,CSF,EIC,IMT,SI,,90,25,0.20,0.20,No,SI,Sí,657,88114,26000,26000,,
CSF05LED346,AD20,Masculino,RCM,CSF,ECSG,LED,SI,,83,24,0.10,0.10,No,NO,No,557,87482,9000,9000,,
CCM05IMI3414,AD20,Masculino,RCM,CCM,EHE,IMI,SI,1396,91,25,0.00,0.00,Si,NO,No,613,88.07,9000,9000,,
QRO05LAF2616,AD20,Femenino,RCS,QRO,EN,LAF,SI,,86,24,0.20,0.20,Si,SI,Sí,577,86473,12300,12300,,
MRL05IIS787,AD20,Masculino,RO,CMR,EIC,IIS,SI,,87,24,0.00,0.00,No,SI,No,560,79754,12000,12000,,
MRL05LMC786,AD20,Femenino,RO,CMR,EN,LMC,SI,1259,88,25,0.20,0.20,No,NO,Sí,580,91474,11000,11000,,
MRL05LMC783,AD20,Femenino,RO,CMR,EN,LMC,SI,,83,24,0.00,0.00,No,SI,Sí,557,93017,8000,8000,,
