Folio,Periodo,Nivel,PrepaTEC,Escuela,Genero,Edad,Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,HijoMilitar,Prog_Lider,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA
BBGCICHK,AD19,Profesional,SI,ECSG,Femenino,18.475,SI: Nacional,No,,78.5,7,1,0,0,NO,NO,1,90.16666667,78.66666667,84.875
BBGCICIB,AD19,Profesional,SI,EHE-EAAD,Femenino,18.55,SI: Nacional,No,,83.5,7,1,0.55,0.25,NO,NO,1,93.16666667,92.5,92.83333333
BBGCICIE,AD19,Profesional,SI,EIC,Masculino,17.83611111,SI: Nacional,No,,95,2,1,0.2,0,NO,NO,0,88.75,0,90.44444444
BBGCICIH,AD19,Profesional,SI,EMCS,Femenino,17.97222222,Local,No,36,84.5,7,1.041666667,0.149999997,0.149999997,NO,NO,1,81.11111111,80.88888889,85.7027027
BBGCICJB,AD19,Profesional,SI,EIC,Femenino,18.05277778,SI: Nacional,No,,100,7,1,0.5,0,NO,NO,1,94.25,92,93.75
BBGCICJC,AD19,Profesional,SI,EHE-EAAD,Femenino,18.675,SI: Nacional,No,,91.5,7,0.666666667,0.250000001,0.250000001,NO,NO,1,90.5,0,90.5
BBGCICJE,AD19,Profesional,SI,EIC,Femenino,18.64444444,SI: Nacional,No,,98,7,1,0.5,0.25,NO,NO,1,87.14285714,91.88888889,90.13888889
BBGCICJF,AD19,Profesional,SI,EHE-EAAD,Femenino,17.95277778,SI: Nacional,No,,91.5,7,1,0.3,0.2,NO,NO,1,93.16666667,90.83333333,92
BBGCICJJ,AD19,Profesional,SI,EIC,Masculino,18.11666667,SI: Nacional,No,,96.5,1,0.833333333,0.200000008,0.200000008,NO,NO,1,85.33333333,93.83333333,91.5
BBGCICJK,AD19,Profesional,SI,EHE-EAAD,Femenino,18.34166667,SI: Nacional,No,,82,7,1,0,0,NO,NO,1,91.16666667,87,90.16666667
BBGCICKB,AD19,Profesional,SI,EMCS,Femenino,18.21388889,SI: Nacional,No,,88,7,1,0,0,NO,NO,1,81.1,86.88888889,84.77777778
BBGCICKD,AD19,Profesional,SI,EN,Masculino,17.81111111,SI: Nacional,No,,94.5,7,1,0.1,0.1,NO,NO,1,89.33333333,90.9,90.38888889
BBGCICKF,AD19,Profesional,SI,EHE-EAAD,Femenino,18.24166667,SI: Nacional,No,,80.5,4,1,0,0,NO,NO,1,84.5,88,86.09090909
BBGCICKH,AD19,Profesional,SI,EN,Masculino,18.23055556,SI: Nacional,No,,76,4,1,0,0,NO,NO,1,80.5,70.44444444,72.44444444
BBGCICKJ,AD19,Profesional,SI,EN,Femenino,18.20277778,SI: Nacional,No,,99.5,7,1,0.4,0,NO,NO,1,94.33333333,96.8,94.41666667
BBGCIDBC,AD19,Profesional,SI,EN,Femenino,17.82222222,Local,No,,77.5,7,1,0.2,0.2,NO,NO,1,90.66666667,89.9,91
BBGCIDBE,AD19,Profesional,SI,EIC,Femenino,18.44722222,SI: Nacional,No,,95,4,1,0.2,0.2,NO,NO,1,93.125,96.77777778,94.56756757
BBGCIDBG,AD19,Profesional,SI,EIC,Masculino,18.61944444,SI: Nacional,No,,100,7,1,0.45,0.25,NO,NO,1,93.57142857,92.22222222,93.23529412
BBGCIDBI,AD19,Profesional,SI,EN,Femenino,19.41111111,Local,Sin información,,70.5,7,1,0,0,NO,NO,1,76.22222222,78,76.94444444
BBGFFGJK,AD19,Profesional,SI,EIC,Masculino,30.54444444,SI: Nacional,No,,90.5,6,1,0,0,NO,NO,1,86.75,89.66666667,88.16666667
BBGIBCGB,AD19,Profesional,NO,EN,Femenino,21.84722222,Local,Sí,40,NA,4,1,0,0,NO,NO,1,86.6,90,87.05555556
BBGIBIKG,AD19,Profesional,SI,EN,Femenino,20.95277778,Local,No,,87,6,1,0,0,NO,NO,1,88,89.7,88.52777778
BBGIBKJG,AD19,Profesional,SI,EN,Masculino,18.90277778,Local,No,,66,7,1,0,0,NO,NO,0,64.4,81.9,73.63888889
BBGICBBF,AD19,Profesional,SI,EIC,Masculino,20.10833333,Local,No,,74,7,1,0,0,NO,NO,1,57.5,89.25,71.62857143
BBGICBDE,AD19,Profesional,NO,EN,Masculino,20.65833333,Local,No,46,NA,6,1,0.9,0,NO,NO,1,69.55555556,0,76.06666667
BBGICBDK,AD19,Profesional,SI,EN,Masculino,19.75555556,Local,No,,73.5,7,1,0,0,NO,NO,1,88.5,87.8,87.02777778
BBGICBEF,AD19,Profesional,SI,EIC,Masculino,19.74166667,Local,No,,91.5,7,0.958333333,0.15,0.15,NO,NO,1,83,90.44444444,86.39473684
BBGICBGF,AD19,Profesional,SI,EN,Masculino,19.18888889,Local,Sin información,,77.5,7,0.9375,0,0,NO,NO,0,79.75,15.25,56.54166667
BBGICBIE,AD19,Profesional,NO,EN,Masculino,19.58611111,Local,No,46,NA,5,1,0.4,0,NO,NO,1,83.4,94.88888889,90.24242424
BBGICBJG,AD19,Profesional,NO,EIC,Femenino,19.475,Local,No,32,NA,6,1,0,0,NO,NO,1,93,95.44444444,93.77419355
BBGICCDE,AD19,Profesional,SI,EIC,Masculino,19.25833333,SI: Nacional,No,,85.5,7,1,0,0,NO,NO,1,84.5,89.44444444,86.63888889
BBGICCEC,AD19,Profesional,SI,EN,Masculino,20.23055556,Local,No,,84,7,1,0,0.25,NO,NO,1,85.5,94,91.25
BBGICCEK,AD19,Profesional,SI,EHE-EAAD,Femenino,19.55555556,Local,No,38,82.5,7,1,0.2,0.2,NO,NO,1,96.75,93.8,95.41666667
BBGICCIK,AD19,Profesional,SI,EIC,Femenino,19.56388889,SI: Nacional,Sí,,77,5,1,0,0,NO,NO,1,86.75,91.875,88.3030303
BBGICCJI,AD19,Profesional,SI,EIC,Masculino,19.69166667,Local,No,,72.5,7,1,0,0.25,NO,NO,0,86.28571429,69.22222222,78.22222222
BBGICDDF,AD19,Profesional,SI,EN,Femenino,19.75,Local,Sí,,77.5,7,1,0,0,NO,NO,1,43.88888889,76.6,68.43478261
BBGICDFG,AD19,Profesional,SI,EN,Femenino,19.53333333,Local,Sí,,74,2,1,0.6,0.2,NO,NO,1,87.6,94,92.63888889
BBGICDGB,AD19,Profesional,NO,EIC,Masculino,20.39444444,Local,No,40,NA,6,1,0,0,NO,NO,1,85.71428571,88,87.5
BBGICDGC,AD19,Profesional,SI,EHE-EAAD,Masculino,19.875,Local,Sí,,78.5,4,1,0,0,NO,NO,1,80.5,83.4,83.58333333
BBGICDGJ,AD19,Profesional,SI,EIC,Femenino,19.48611111,Local,Sí,,93,7,1,0.4,0,NO,NO,1,91.85714286,94.625,94.02777778
BBGICDIF,AD19,Profesional,NO,EMCS,Femenino,20.70555556,Local,No,35,NA,6,1.104166667,0,0,NO,NO,0,76.45454545,1,69.60869565
BBGICDJC,AD19,Profesional,SI,EIC,Masculino,18.89166667,Local,No,,89,7,1,0.15,0.15,NO,NO,1,89,91.77777778,89.38888889
BBGICDJE,AD19,Profesional,SI,ECSG,Femenino,20.125,Local,Sin información,,76,7,1,0,0,NO,NO,0,46.25,0,48.90909091
BBGICDKK,AD19,Profesional,SI,EN,Masculino,19.79722222,Local,No,,81.5,7,1,0,0,NO,NO,1,90.7,96.1,93.61111111
BBGICECB,AD19,Profesional,SI,EHE-EAAD,Masculino,20.46111111,Local,No,,64.5,7,1,0,0,NO,NO,0,49,0,49
BBGICEEE,AD19,Profesional,SI,EHE-EAAD,Femenino,18.11666667,Local,No,,90,7,1,0.2,0,NO,NO,1,88,96,93.36363636
BBGICEEG,AD19,Profesional,SI,EN,Masculino,18.58333333,Local,Sí,,77,4,1,0,0,NO,NO,1,89.7,91.9,91.16666667
BBGICEEI,AD19,Profesional,NO,EN,Masculino,18.85833333,Local,No,46,NA,6,0.9375,0.700000063,0,NO,NO,1,95.2,94.4,95.55555556
BBGICEFE,AD19,Profesional,SI,EIC,Masculino,17.87222222,Local,No,,91.5,7,1,0.15,0,NO,NO,1,89.875,92.88888889,91.80555556
BBGICEFG,AD19,Profesional,SI,EIC,Femenino,18.65,Local,No,,81.5,4,1,0.6,0.2,NO,NO,1,77.42857143,86.66666667,84.22222222
BBGICEFI,AD19,Profesional,SI,EN,Masculino,18.46666667,Local,No,,73.5,7,1,0,0.25,NO,NO,1,76.2,83.1,83.02702703
BBGICEGG,AD19,Profesional,SI,EIC,Masculino,18.56944444,Local,No,,95.5,7,0.958333333,0.4,0.2,NO,NO,1,87.625,97.4,91.80555556
BBGICEGH,AD19,Profesional,SI,EIC,Masculino,18.15833333,Local,No,,92.5,7,0.958333333,0.15,0.15,NO,NO,1,89.25,93.88888889,92.08333333
BBGICEGJ,AD19,Profesional,SI,EIC,Masculino,17.62777778,Local,No,,87,7,0.958333333,0,0,NO,NO,1,85.5,91.33333333,89.08333333
BBGICEHE,AD19,Profesional,SI,EN,Femenino,18.65833333,Local,No,,86,7,1,0.9,0,NO,NO,1,93.1,95.9,94.83333333
BBGICEHF,AD19,Profesional,SI,EN,Masculino,18.37777778,Local,No,,83,7,1,0,0.25,NO,NO,1,89.8,88.1,89.86111111
BBGICEHH,AD19,Profesional,SI,EIC,Masculino,18.78055556,Local,No,,71,7,0.958333333,0,0.25,NO,NO,1,83,96,89.07692308
BBGICEHI,AD19,Profesional,SI,EN,Masculino,19.48055556,Local,No,,73,7,1,0,0,NO,NO,0,67.5,0,66.5
BBGICEHK,AD19,Profesional,SI,EN,Femenino,18.56666667,Local,Sí,,82,7,1,0,0,NO,NO,1,88.8,91.6,90.22222222
BBGICEIC,AD19,Profesional,SI,EIC,Masculino,19.14444444,Local,No,,91,7,1,0.1,0.1,NO,NO,1,91.125,92.88888889,90.97222222
BBGICEIG,AD19,Profesional,SI,EIC,Femenino,18.00277778,Local,No,,83,7,1,0.1,0.1,NO,NO,1,91.875,88.55555556,90.55555556
BBGICEIH,AD19,Profesional,SI,EHE-EAAD,Femenino,18.86111111,Local,No,,82.5,7,1,0.45,0.25,NO,NO,1,91.75,93,93.58333333
BBGICEIJ,AD19,Profesional,SI,EIC,Femenino,19.575,Local,No,,98,7,0.958333333,0.6,0.2,NO,NO,1,95.42857143,95,94.86111111
BBGICEIK,AD19,Profesional,SI,EHE-EAAD,Masculino,18.66111111,Local,No,,83.5,7,1,0.2,0.2,NO,NO,1,96,92,93.08333333
BBGICEJB,AD19,Profesional,SI,EIC,Masculino,18.71666667,Local,Sí,,98,7,0.958333333,0.6,0,NO,NO,1,91.875,92.22222222,91.61111111
BBGICEJC,AD19,Profesional,SI,EN,Masculino,18.71111111,Local,No,,77,7,1,0,0,NO,NO,1,77.8,83.4,81.72222222
BBGICEJF,AD19,Profesional,SI,EHE-EAAD,Femenino,19.11111111,Local,No,,95,7,1,0.6,0,NO,NO,1,95,99.2,97.5
BBGICEJI,AD19,Profesional,SI,EN,Femenino,18.65555556,Local,No,,77.5,7,1,0.35,0.25,NO,NO,1,93.7,97.6,96.08333333
BBGICEJJ,AD19,Profesional,SI,EIC,Masculino,19.05555556,Local,No,,99,7,0.958333333,0.6,0.2,NO,NO,1,93.625,93.66666667,93.02777778
BBGICEKD,AD19,Profesional,SI,EHE-EAAD,Femenino,18.81944444,Local,No,,85.5,7,1,0,0,NO,NO,1,86.25,91,89.25
BBGICEKE,AD19,Profesional,SI,EN,Femenino,17.94444444,Local,Sí,,72.5,7,0.916666667,0,0,NO,NO,1,91.2,91.9,90.86111111
BBGICEKF,AD19,Profesional,SI,EIC,Masculino,18.99444444,Local,No,,85.5,7,1,0.45,0.25,NO,NO,1,86.14285714,91.33333333,88.91666667
BBGICEKI,AD19,Profesional,NO,EN,Masculino,19.62222222,Local,No,32,NA,6,1,0,0,NO,NO,1,80.8,91.7,87.24324324
BBGICFBE,AD19,Profesional,SI,ECSG,Femenino,19.30555556,SI: Nacional,Sin información,,78,7,1,0,0,NO,NO,1,84.33333333,49.14285714,66.54545455
BBGICFBG,AD19,Profesional,SI,EHE-EAAD,Femenino,19.14722222,Local,No,,74,7,1,0.4,0,NO,NO,1,90.5,90.6,92
BBGICFBK,AD19,Profesional,SI,EN,Femenino,18.88333333,Local,Sin información,,72.5,7,1,0,0,NO,NO,1,88.1,89.4,88.86111111
BBGICFCB,AD19,Profesional,NO,EIC,Masculino,17.94444444,SI: Nacional,No,46,NA,6,1,0.2,0.2,NO,NO,1,74.125,84.55555556,80.31578947
BBGICFDE,AD19,Profesional,SI,EIC,Femenino,19.79722222,Local,Sí,,85.5,7,1,0.35,0.25,NO,NO,1,85.85714286,92.22222222,90.02777778
BBGICFDF,AD19,Profesional,SI,EIC,Femenino,18.54722222,Local,No,,88,4,1,0,0,NO,NO,1,78.57142857,86.11111111,83.58333333
BBGICFDH,AD19,Profesional,SI,EIC,Femenino,18.03888889,Local,No,,80.5,7,1,0.2,0,NO,NO,1,79.125,85.88888889,81.55263158
BBGICFDI,AD19,Profesional,SI,EN,Femenino,18.00277778,Local,No,,85,7,1,0.2,0,NO,NO,1,94.8,97.5,96.63888889
BBGICFEB,AD19,Profesional,SI,EN,Masculino,19.26111111,Local,Sin información,,80,4,1,0,0,NO,NO,1,85.4,93.2,89.88888889
BBGICFEC,AD19,Profesional,SI,EHE-EAAD,Femenino,18.38055556,Local,No,,81,7,0.666666667,0,0,NO,NO,0,91.66666667,90,91.36363636
BBGICFEE,AD19,Profesional,SI,EN,Femenino,18.80833333,Local,No,,74,4,1,0,0,NO,NO,1,88.6,89.5,88.80555556
BBGICFEH,AD19,Profesional,SI,EHE-EAAD,Femenino,18.4,SI: Nacional,No,,71.5,7,1,0,0,NO,NO,1,1,0,#N/A
BBGICFEI,AD19,Profesional,SI,EHE-EAAD,Masculino,18.39444444,Local,No,,92.5,7,1,0.6,0.2,NO,NO,1,92.75,92.8,92.33333333
BBGICFEK,AD19,Profesional,SI,EN,Masculino,18.60555556,Local,No,,79,7,1,0.45,0.25,NO,NO,1,93.7,93.4,94.02777778
BBGICFFC,AD19,Profesional,SI,EIC,Masculino,18.99722222,Local,No,,81.5,7,1,0.35,0.25,NO,NO,1,91.375,92.77777778,92.16666667
BBGICFFD,AD19,Profesional,NO,EIC,Femenino,18.92777778,Local,No,40,NA,6,1,0,0,NO,NO,0,73.6,0,74.81818182
BBGICFFE,AD19,Profesional,SI,EIC,Femenino,18.75277778,Local,No,,88.5,7,1,0.35,0,NO,NO,1,84.14285714,87.55555556,87.86111111
BBGICFFG,AD19,Profesional,SI,EIC,Masculino,18.13333333,Local,No,,87,7,1,0,0,NO,NO,1,86.71428571,92.44444444,88.69444444
BBGICFFJ,AD19,Profesional,SI,EIC,Masculino,17.93611111,Local,No,,74,7,1,0,0.25,NO,NO,1,84.57142857,86.55555556,85.5
BBGICFFK,AD19,Profesional,SI,EN,Masculino,18.21944444,Local,No,,94.5,7,1,0.35,0.25,NO,NO,1,94.9,97.3,96.33333333
BBGICFHD,AD19,Profesional,SI,EIC,Masculino,18.17222222,Local,No,,86.5,7,1,0,0,NO,NO,1,85.5,0,85.25
BBGICFHE,AD19,Profesional,SI,EN,Femenino,19.69166667,Local,No,,81,7,1,0.25,0.25,NO,NO,1,93.5,94.1,93.5
BBGICFHF,AD19,Profesional,SI,EN,Masculino,18,Local,No,,81.5,7,0.9375,0,0,NO,NO,1,85.5,94.1,90.80555556
BBGICFID,AD19,Profesional,SI,EHE-EAAD,Femenino,18.86111111,Local,No,,94,7,1,0.5,0,NO,NO,1,90,98.2,96.58333333
BBGICFIF,AD19,Profesional,SI,EIC,Femenino,18.18333333,Local,No,,90,7,1,0.35,0.25,NO,NO,1,86.25,93.66666667,90.80555556
BBGICFIG,AD19,Profesional,SI,EN,Masculino,18.68611111,Local,Sí,,78.5,5,1,0,0,NO,NO,1,90.1,89.3,88.88888889
BBGICFIJ,AD19,Profesional,SI,ECSG,Femenino,18.85555556,SI: Nacional,No,,74,7,1,0,0,NO,NO,1,90.33333333,87.25,90.91666667
BBGICFJC,AD19,Profesional,SI,EN,Femenino,18.99166667,Local,No,,91,4,1,0.15,0.15,NO,NO,1,96.1,99.1,98.08333333
BBGICFJF,AD19,Profesional,SI,EN,Femenino,18.59722222,Local,No,,100,7,1,0.4,0.2,NO,NO,1,98.3,99.5,99
BBGICFJJ,AD19,Profesional,SI,EN,Masculino,18.17222222,Local,Sí,,76.5,7,1,0,0,NO,NO,1,86.7,82.8,84.19444444
BBGICFKB,AD19,Profesional,SI,EN,Femenino,17.81944444,Local,No,,88,7,1,0,0,NO,NO,1,90.4,93.4,92.22222222
BBGICFKF,AD19,Profesional,SI,EIC,Masculino,17.86111111,Local,No,,71.5,7,1,0.9,0,NO,NO,0,22.33333333,85.5,87
BBGICFKI,AD19,Profesional,SI,EHE-EAAD,Masculino,18.57222222,Local,No,,91,7,1,0.5,0,NO,NO,1,94.25,99.4,96
BBGICFKK,AD19,Profesional,SI,EN,Masculino,18.40555556,Local,No,,74,7,1,0,0,NO,NO,1,86.4,86.9,87.91666667
BBGICGBB,AD19,Profesional,SI,EN,Femenino,18.83888889,Local,No,50,83.5,5,1,0,0,NO,NO,1,92.1,91.8,92.97222222
BBGICGBD,AD19,Profesional,SI,EHE-EAAD,Masculino,18.59444444,Local,No,,74.5,1,1,0,0.25,NO,NO,1,93.75,98.2,96.41666667
BBGICGBE,AD19,Profesional,SI,EN,Femenino,18.78055556,Local,No,,86.5,7,1,0.25,0.25,NO,NO,1,91.7,95.7,93.94444444
BBGICGBF,AD19,Profesional,SI,EHE-EAAD,Femenino,18.63611111,Local,No,,91,4,1,0.35,0.25,NO,NO,1,96.5,97.2,97.66666667
BBGICGBG,AD19,Profesional,SI,EIC,Masculino,18.26111111,Local,No,,82.5,7,1,0,0,NO,NO,1,84.5,91.66666667,89.41666667
BBGICGBJ,AD19,Profesional,SI,EHE-EAAD,Femenino,18.86666667,SI: Nacional,No,,82.5,7,1,0,0,NO,NO,1,90,97,93.5
BBGICGCI,AD19,Profesional,NO,EIC,Masculino,17.81944444,SI: Nacional,No,34,NA,6,1,0.7,0,NO,NO,1,94.25,87.44444444,90.22222222
BBGICGFC,AD19,Profesional,SI,EHE-EAAD,Masculino,18.725,Local,No,,87.5,7,1,0.9,0,NO,NO,1,90,90.28571429,90.71794872
BBGICGFD,AD19,Profesional,SI,EHE-EAAD,Femenino,17.98888889,Local,No,,81,7,1,0.3,0.2,NO,NO,1,92.75,98.8,96.33333333
BBGICGFG,AD19,Profesional,SI,EIC,Masculino,18.43611111,Local,No,,87.5,7,1,0.45,0.25,NO,NO,1,84,87.66666667,86.97222222
BBGICGFI,AD19,Profesional,SI,EN,Femenino,18.21111111,Local,No,,89.5,7,1,0.55,0,NO,NO,1,96.1,98.7,98.05555556
BBGICGFJ,AD19,Profesional,SI,EIC,Masculino,18.88333333,Local,No,,79,6,1,0.9,0,NO,NO,1,83.125,86,84.37142857
BBGICGGB,AD19,Profesional,SI,EIC,Masculino,18.86388889,Local,No,,84,7,1,0.1,0.1,NO,NO,1,84.57142857,85.55555556,84.86111111
BBGICGGD,AD19,Profesional,SI,EIC,Femenino,17.93333333,Local,Sí,,97.5,7,1,0.45,0.25,NO,NO,0,92.5,0,92.33333333
BBGICGGF,AD19,Profesional,SI,EHE-EAAD,Masculino,19.2,Local,No,,78.5,7,1,0,0.25,NO,NO,1,94.25,88.8,91.41666667
BBGICGHF,AD19,Profesional,SI,EN,Masculino,18.78611111,Local,No,,73,7,1,0,0,NO,NO,0,62.5,69.7,67.5
BBGICGJD,AD19,Profesional,SI,EIC,Masculino,18.08055556,Local,Sí,,77.5,7,1,0,0,NO,NO,1,85.625,88,86.69444444
BBGICGJF,AD19,Profesional,SI,EIC,Masculino,19.01388889,Local,No,,86.5,4,1,0.15,0,NO,NO,1,85.57142857,88.66666667,87.69444444
BBGICGJJ,AD19,Profesional,SI,EN,Masculino,18.26111111,Local,No,,79,7,1,0,0,NO,NO,1,85.6,93.2,90.56756757
BBGICGKD,AD19,Profesional,NO,EIC,Masculino,18.44444444,Local,No,29,NA,6,1,0,0,NO,NO,1,81.875,84.44444444,83.77777778
BBGICGKG,AD19,Profesional,SI,EIC,Masculino,18.10277778,Local,Sí,,85.5,7,1,0,0,NO,NO,1,84.25,88.44444444,87.11111111
BBGICGKH,AD19,Profesional,SI,EIC,Femenino,19.05555556,Local,No,,82,7,0.770833333,0,0,NO,NO,1,88,91.5,89.2
BBGICGKJ,AD19,Profesional,NO,EN,Femenino,18.36388889,SI: Nacional,No,46,NA,6,1,0.5,0,NO,NO,1,94.3,97.3,95.88888889
BBGICHBC,AD19,Profesional,SI,EN,Masculino,18.43055556,Local,No,,76,7,1,0,0,NO,NO,1,85.4,89.6,87.24324324
BBGICHBF,AD19,Profesional,NO,EN,Masculino,18.14166667,SI: Nacional,No,44,NA,4,1.0625,0.799999987,0,NO,NO,1,70.4,92.8,85.74285714
BBGICHBG,AD19,Profesional,SI,EN,Femenino,19.28611111,Local,No,,86.5,7,0.270833333,0,0,NO,NO,1,89.33333333,93.66666667,93.5
BBGICHBH,AD19,Profesional,SI,EHE-EAAD,Femenino,18.39444444,Local,No,,87.5,7,1,0,0,NO,NO,1,95.5,97.8,97.16666667
BBGICHBK,AD19,Profesional,SI,EN,Femenino,18.68888889,Local,No,,74,4,0.666666667,0,0.25,NO,NO,1,89.875,96.5,93
BBGICHCD,AD19,Profesional,SI,EN,Femenino,18.45833333,Local,No,,80,7,1,0,0.25,NO,NO,1,91.5,96.7,94.22222222
BBGICHCF,AD19,Profesional,SI,EIC,Masculino,18.57777778,Local,No,,77,7,1,0.8,0.1,SI,NO,1,75.14285714,85.88888889,81.94444444
BBGICHEG,AD19,Profesional,SI,EN,Masculino,19.01111111,Local,Sí,,74,4,1,0,0,NO,NO,1,88.4,92.3,91.5
BBGICHEH,AD19,Profesional,SI,EIC,Masculino,19.56388889,Local,No,,86.5,7,1,0.35,0.25,NO,NO,1,91.28571429,94.66666667,92.86111111
BBGICHEK,AD19,Profesional,SI,EIC,Femenino,19.69722222,Local,No,,70,7,1,0.5,0,NO,NO,1,69,76.22222222,72.97435897
BBGICHGI,AD19,Profesional,SI,ECSG,Femenino,18.06388889,SI: Nacional,No,,98,7,1,0,0,NO,NO,1,99.14285714,98,98.33333333
BBGICHHB,AD19,Profesional,SI,EN,Masculino,18.29722222,Local,No,,86,4,1,0.35,0.25,NO,NO,1,95.6,97.1,96.19444444
BBGICHHK,AD19,Profesional,SI,EN,Masculino,19.29444444,Local,Sí,,74.5,5,1,0,0,NO,NO,1,90.6,91.5,91.02777778
BBGICHII,AD19,Profesional,NO,EN,Femenino,18.57777778,Local,No,40,NA,6,1,0.4,0,NO,NO,1,93.9,96.6,95.91666667
BBGICIDD,AD19,Profesional,NO,EN,Femenino,19.04444444,Local,No,40,NA,6,1,0,0,NO,NO,1,92.4,96.6,95.94444444
BBGICIDG,AD19,Profesional,NO,EIC,Femenino,18.88055556,Local,No,35,NA,6,1,0,0,NO,NO,0,83.66666667,0,86
BBGICIDK,AD19,Profesional,SI,EN,Femenino,17.94166667,Local,Sí,,80,7,1,0,0,NO,NO,1,88.9,94.6,91.63888889
BBGICIFF,AD19,Profesional,SI,EIC,Femenino,19.06666667,Local,No,,77.5,7,1,0,0,NO,NO,1,85.71428571,88.55555556,87.77777778
BBGICIGB,AD19,Profesional,SI,EIC,Masculino,19.30833333,SI: Nacional,No,,76,7,1,0,0,NO,NO,1,82.6,15,43.48275862
BBGIDFBF,AD19,Profesional,NO,EN,Femenino,19.85555556,Local,No,50,NA,5,1,0,0,NO,NO,0,86.2,94.3,91.63888889
BBGIDFDJ,AD19,Profesional,NO,EN,Femenino,19.96388889,Local,No,40,NA,5,1,0,0,NO,NO,1,95.8,97,97.16666667
BBGIDFEB,AD19,Profesional,NO,EIC,Masculino,19.61666667,Local,No,48,NA,6,1,0,0,NO,NO,1,77.125,82.11111111,79.72972973
BBGIDFEC,AD19,Profesional,NO,EIC,Masculino,19.10555556,Local,No,32,NA,6,1,0,0.25,NO,NO,1,85.75,86.55555556,85.97222222
BBGIDFFJ,AD19,Profesional,NO,EIC,Masculino,19.14166667,Local,No,40,NA,6,1,0,0,NO,NO,1,76.14285714,79.5,78.78787879
BBGIDFJF,AD19,Profesional,NO,EHE-EAAD,Femenino,19.68055556,Local,No,36,NA,6,1,0,0,NO,NO,0,93,0,93
BBGIDHDK,AD19,Profesional,NO,EIC,Femenino,18.39166667,Local,No,42,NA,6,1,0.4,0.2,NO,NO,1,88.5,93.25,91
BBGIDHEC,AD19,Profesional,NO,EIC,Masculino,19.325,Local,No,38,NA,6,1,0,0,NO,NO,0,91.14285714,91.55555556,91.36111111
BBGIDHEG,AD19,Profesional,NO,EIC,Femenino,19.01666667,Local,No,50,NA,6,1,0.4,0,NO,NO,1,89.25,96.45454545,92.75675676
BBGIDHEI,AD19,Profesional,NO,EIC,Masculino,18.31388889,Local,No,40,NA,6,1,0,0,NO,NO,1,79.875,83.88888889,83.08333333
BBGIDHEJ,AD19,Profesional,NO,EN,Femenino,17.975,Local,No,32,NA,6,1,0,0,NO,NO,1,93.9,96,94.22580645
BBGIDHFC,AD19,Profesional,NO,EN,Femenino,18.70277778,Local,No,40,NA,6,1,0,0,NO,NO,1,92.7,95.5,94.61111111
BBGIDHFD,AD19,Profesional,NO,EN,Femenino,18.98333333,Local,Sí,30,NA,6,1,0,0,NO,NO,1,93.1,96.8,95.80555556
BBGIDHFE,AD19,Profesional,NO,EIC,Femenino,18.03611111,Local,No,40,NA,6,1,0.4,0,NO,NO,1,88.57142857,92.88888889,90.36111111
BBGIDHFG,AD19,Profesional,NO,EIC,Femenino,19.48888889,Local,No,40,NA,6,1,0.3,0.2,NO,NO,1,88.28571429,92.11111111,90.13888889
BBGIDHFH,AD19,Profesional,NO,EN,Masculino,18.63055556,Local,No,40,NA,6,1,0.5,0.2,NO,NO,1,99.2,99.6,99.5
BBGIDHJC,AD19,Profesional,NO,EN,Femenino,18.15555556,Local,No,36,NA,3,1,0.25,0.25,NO,NO,1,90.5,96.9,94.55555556
BBGIDHJD,AD19,Profesional,NO,EIC,Masculino,18.49722222,Local,Sin información,40,NA,6,1,0.2,0,NO,SI,1,94.57142857,95.22222222,94.36111111
BBGIDHJE,AD19,Profesional,NO,EN,Femenino,18.18333333,Local,Sí,50,NA,6,1,0,0,NO,NO,1,94.6,99,97.38888889
BBGIDHJG,AD19,Profesional,NO,EN,Masculino,18.35277778,Local,No,50,NA,3,1,0.4,0,NO,NO,1,96.5,92,94.69444444
BBGIDHJJ,AD19,Profesional,NO,EN,Femenino,18.85,Local,Sí,50,NA,6,1,0.4,0,NO,NO,1,93.5,91.9,92.83333333
BBGIDHJK,AD19,Profesional,NO,EN,Masculino,18.67777778,Local,No,32,NA,4,1,0.6,0,NO,NO,1,90.5,97,94.52777778
BBGIDHKB,AD19,Profesional,NO,EN,Masculino,18.80833333,Local,No,36,NA,6,1,0.2,0,NO,NO,1,93.3,94.4,94.08333333
BBGIDHKC,AD19,Profesional,NO,EIC,Masculino,18.18888889,Local,No,50,NA,6,1,0.4,0,NO,NO,1,87.57142857,92.88888889,90.16666667
BBGIDHKE,AD19,Profesional,NO,EHE-EAAD,Femenino,19.47777778,Local,No,50,NA,6,1,0.45,0.25,NO,NO,1,89.75,93.4,92.25
BBGIDHKF,AD19,Profesional,NO,EIC,Femenino,18.84722222,Local,No,29,NA,6,1,0.2,0,NO,NO,1,85.28571429,90.33333333,88.77777778
BBGIDHKG,AD19,Profesional,NO,EN,Femenino,18.39444444,SI: Nacional,No,50,NA,5,1,0.35,0.25,NO,NO,1,94.4,93.3,92.75
BBGIDHKH,AD19,Profesional,NO,EN,Femenino,18.07777778,Local,No,40,NA,6,0.666666667,0,0,NO,NO,0,93.75,0,95.16666667
